commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_Pavia_1_origin_1,H_Pavia_5_dest_1,0.3,10.0,2,60,lab_sample,16,1
2,H_Pavia_8_origin_2,H_Pavia_1_dest_2,0.3,10.0,2,60,lab_sample,19,1
3,H_Cremona_2_origin_3,H_Milano_1_dest_3,0.5,8.0,3,40,fluids,9,1
4,H_Pavia_1_origin_4,H_Pavia_10_dest_4,0.5,8.0,3,40,fluids,10,1
5,H_Parma_1_origin_5,H_Piacenza_2_dest_5,0.0,1.5,1,100,organ,1,2
6,H_Cremona_1_origin_6,H_Parma_1_dest_6,0.5,8.0,3,40,fluids,12,1
7,H_Pavia_10_origin_7,H_Piacenza_2_dest_7,0.3,10.0,2,60,lab_sample,14,1
8,H_Milano_1_origin_8,H_Cremona_1_dest_8,0.3,10.0,3,60,lab_sample,25,1
9,H_Cremona_2_origin_9,H_Pavia_8_dest_9,0.4,10.0,2,50,medication,13,1
10,H_Parma_3_origin_10,H_Bergamo_2_dest_10,0.25,4.0,2,80,blood,5,2
