commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_Cremona_1_origin_1,H_Milano_3_dest_1,0.5,8.0,1,40,fluids,2,2
2,H_Pavia_10_origin_2,H_Parma_3_dest_2,0.5,8.0,2,40,fluids,5,2
3,H_Pavia_1_origin_3,H_Milano_2_dest_3,0.5,8.0,2,40,fluids,6,2
4,H_Milano_1_origin_4,H_Milano_2_dest_4,0.5,8.0,2,40,fluids,5,2
5,H_Milano_2_origin_5,H_Pavia_10_dest_5,0.4,10.0,1,50,medication,3,1
6,H_Milano_3_origin_6,H_Pavia_9_dest_6,0.3,10.0,2,60,lab_sample,14,1
7,H_Pavia_10_origin_7,H_Bergamo_3_dest_7,0.5,8.0,2,40,fluids,5,2
8,H_Parma_3_origin_8,H_Bergamo_1_dest_8,0.3,10.0,1,60,lab_sample,9,2
9,H_Pavia_10_origin_9,H_Bergamo_1_dest_9,0.3,10.0,3,60,lab_sample,22,2
10,H_Pavia_1_origin_10,H_Cremona_1_dest_10,0.5,8.0,3,40,fluids,9,2
11,H_Pavia_5_origin_11,H_Milano_2_dest_11,0.5,8.0,3,40,fluids,11,2
12,H_Bergamo_3_origin_12,H_Pavia_1_dest_12,0.4,10.0,1,50,medication,1,2
13,H_Bergamo_3_origin_13,H_Pavia_1_dest_13,0.3,10.0,2,60,lab_sample,11,2
14,H_Piacenza_2_origin_14,H_Cremona_2_dest_14,0.3,10.0,2,60,lab_sample,16,2
15,H_Piacenza_2_origin_15,H_Bergamo_1_dest_15,0.4,10.0,1,50,medication,1,2
16,H_Milano_3_origin_16,H_Piacenza_1_dest_16,0.5,8.0,3,40,fluids,12,1
17,H_Pavia_9_origin_17,H_Bergamo_4_dest_17,0.3,10.0,3,60,lab_sample,24,2
18,H_Cremona_1_origin_18,H_Bergamo_4_dest_18,0.4,10.0,2,50,medication,8,2
19,H_Parma_2_origin_19,H_Piacenza_2_dest_19,0.4,10.0,2,50,medication,7,1
20,H_Piacenza_1_origin_20,H_Milano_2_dest_20,0.5,8.0,3,40,fluids,10,1
21,H_Milano_2_origin_21,H_Bergamo_2_dest_21,0.5,8.0,1,40,fluids,2,1
22,H_Parma_2_origin_22,H_Bergamo_4_dest_22,0.3,10.0,2,60,lab_sample,20,1
23,H_Piacenza_1_origin_23,H_Bergamo_2_dest_23,0.5,8.0,3,40,fluids,12,1
24,H_Piacenza_2_origin_24,H_Cremona_1_dest_24,0.5,8.0,1,40,fluids,2,2
25,H_Parma_2_origin_25,H_Pavia_5_dest_25,0.4,10.0,1,50,medication,4,1
26,H_Cremona_2_origin_26,H_Pavia_1_dest_26,0.3,10.0,3,60,lab_sample,26,2
27,H_Piacenza_2_origin_27,H_Pavia_1_dest_27,0.4,10.0,1,50,medication,4,2
28,H_Pavia_1_origin_28,H_Piacenza_2_dest_28,0.3,10.0,2,60,lab_sample,12,2
29,H_Parma_3_origin_29,H_Pavia_9_dest_29,0.25,4.0,3,80,blood,9,2
30,H_Parma_1_origin_30,H_Parma_3_dest_30,0.25,4.0,3,80,blood,11,2
31,H_Pavia_9_origin_31,H_Milano_2_dest_31,0.4,10.0,1,50,medication,3,2
32,H_Parma_1_origin_32,H_Parma_3_dest_32,0.4,10.0,1,50,medication,2,2
33,H_Cremona_2_origin_33,H_Pavia_5_dest_33,0.4,10.0,3,50,medication,16,2
34,H_Parma_1_origin_34,H_Milano_2_dest_34,0.5,8.0,1,40,fluids,2,2
35,H_Milano_3_origin_35,H_Bergamo_3_dest_35,0.5,8.0,3,40,fluids,12,1
36,H_Pavia_8_origin_36,H_Bergamo_4_dest_36,0.5,8.0,3,40,fluids,11,2
37,H_Milano_1_origin_37,H_Parma_2_dest_37,0.4,10.0,1,50,medication,3,2
38,H_Bergamo_2_origin_38,H_Piacenza_2_dest_38,0.5,8.0,2,40,fluids,7,1
39,H_Milano_1_origin_39,H_Piacenza_1_dest_39,0.4,10.0,1,50,medication,5,2
40,H_Milano_2_origin_40,H_Pavia_5_dest_40,0.4,10.0,1,50,medication,3,1
41,H_Parma_1_origin_41,H_Bergamo_3_dest_41,0.3,10.0,3,60,lab_sample,25,2
42,H_Pavia_5_origin_42,H_Piacenza_2_dest_42,0.5,8.0,2,40,fluids,7,2
43,H_Cremona_1_origin_43,H_Parma_1_dest_43,0.3,10.0,2,60,lab_sample,18,2
44,H_Pavia_10_origin_44,H_Pavia_8_dest_44,0.3,10.0,2,60,lab_sample,20,2
45,H_Parma_3_origin_45,H_Bergamo_3_dest_45,0.4,10.0,3,50,medication,16,2
46,H_Parma_1_origin_46,H_Bergamo_1_dest_46,0.3,10.0,2,60,lab_sample,13,2
47,H_Milano_1_origin_47,H_Cremona_2_dest_47,0.3,10.0,3,60,lab_sample,26,2
48,H_Milano_1_origin_48,H_Parma_1_dest_48,0.3,10.0,3,60,lab_sample,24,2
49,H_Pavia_10_origin_49,H_Pavia_8_dest_49,0.4,10.0,1,50,medication,1,2
50,H_Pavia_9_origin_50,H_Piacenza_2_dest_50,0.4,10.0,1,50,medication,3,2
51,H_Piacenza_1_origin_51,H_Bergamo_3_dest_51,0.3,10.0,3,60,lab_sample,23,1
52,H_Milano_3_origin_52,H_Pavia_5_dest_52,0.5,8.0,3,40,fluids,12,1
53,H_Bergamo_4_origin_53,H_Parma_2_dest_53,0.5,8.0,1,40,fluids,1,2
54,H_Parma_2_origin_54,H_Piacenza_1_dest_54,0.5,8.0,3,40,fluids,10,1
55,H_Cremona_1_origin_55,H_Bergamo_3_dest_55,0.4,10.0,1,50,medication,5,2
56,H_Pavia_5_origin_56,H_Parma_1_dest_56,0.3,10.0,1,60,lab_sample,7,2
57,H_Pavia_9_origin_57,H_Pavia_5_dest_57,0.3,10.0,1,60,lab_sample,5,2
58,H_Cremona_1_origin_58,H_Bergamo_3_dest_58,0.4,10.0,2,50,medication,12,2
59,H_Pavia_1_origin_59,H_Pavia_8_dest_59,0.5,8.0,3,40,fluids,10,2
60,H_Pavia_8_origin_60,H_Milano_2_dest_60,0.3,10.0,2,60,lab_sample,19,2
61,H_Milano_2_origin_61,H_Parma_3_dest_61,0.5,8.0,3,40,fluids,12,1
62,H_Bergamo_3_origin_62,H_Bergamo_1_dest_62,0.5,8.0,1,40,fluids,2,2
63,H_Bergamo_4_origin_63,H_Parma_1_dest_63,0.3,10.0,3,60,lab_sample,26,2
64,H_Parma_2_origin_64,H_Bergamo_1_dest_64,0.4,10.0,2,50,medication,10,1
65,H_Parma_2_origin_65,H_Pavia_9_dest_65,0.5,8.0,3,40,fluids,10,1
66,H_Milano_2_origin_66,H_Pavia_1_dest_66,0.5,8.0,3,40,fluids,11,1
67,H_Parma_2_origin_67,H_Bergamo_2_dest_67,0.4,10.0,3,50,medication,17,1
68,H_Parma_1_origin_68,H_Bergamo_1_dest_68,0.4,10.0,3,50,medication,15,2
69,H_Milano_2_origin_69,H_Pavia_8_dest_69,0.4,10.0,3,50,medication,17,1
70,H_Cremona_2_origin_70,H_Milano_2_dest_70,0.3,10.0,3,60,lab_sample,23,2
71,H_Pavia_1_origin_71,H_Parma_1_dest_71,0.3,10.0,1,60,lab_sample,10,2
72,H_Pavia_8_origin_72,H_Milano_1_dest_72,0.4,10.0,2,50,medication,11,2
73,H_Cremona_1_origin_73,H_Pavia_8_dest_73,0.5,8.0,3,40,fluids,11,2
74,H_Parma_2_origin_74,H_Bergamo_4_dest_74,0.4,10.0,1,50,medication,5,1
75,H_Piacenza_1_origin_75,H_Pavia_9_dest_75,0.5,8.0,2,40,fluids,8,1
76,H_Parma_3_origin_76,H_Milano_1_dest_76,0.3,10.0,2,60,lab_sample,18,2
77,H_Pavia_10_origin_77,H_Milano_3_dest_77,0.5,8.0,3,40,fluids,12,2
78,H_Bergamo_4_origin_78,H_Piacenza_2_dest_78,0.3,10.0,1,60,lab_sample,4,2
79,H_Cremona_2_origin_79,H_Parma_2_dest_79,0.3,10.0,1,60,lab_sample,10,2
80,H_Bergamo_1_origin_80,H_Cremona_1_dest_80,0.3,10.0,1,60,lab_sample,8,2
81,H_Milano_1_origin_81,H_Cremona_1_dest_81,0.3,10.0,2,60,lab_sample,11,2
82,H_Pavia_5_origin_82,H_Pavia_1_dest_82,0.3,10.0,1,60,lab_sample,4,2
83,H_Milano_3_origin_83,H_Cremona_2_dest_83,0.4,10.0,3,50,medication,15,1
84,H_Parma_1_origin_84,H_Parma_2_dest_84,0.4,10.0,2,50,medication,7,2
85,H_Bergamo_3_origin_85,H_Parma_3_dest_85,0.5,8.0,1,40,fluids,2,2
86,H_Pavia_9_origin_86,H_Milano_1_dest_86,0.3,10.0,2,60,lab_sample,18,2
