commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_Bergamo_3_origin_1,H_Bergamo_2_dest_1,0.3,10.0,1,60,lab_sample,1,1
2,H_Milano_1_origin_2,H_Milano_2_dest_2,0.3,10.0,1,60,lab_sample,9,2
3,H_Piacenza_2_origin_3,H_Milano_2_dest_3,0.4,10.0,1,50,medication,3,2
4,H_Cremona_1_origin_4,H_Milano_2_dest_4,0.5,8.0,3,40,fluids,9,2
5,H_Pavia_9_origin_5,H_Parma_1_dest_5,0.4,10.0,1,50,medication,6,2
6,H_Parma_1_origin_6,H_Piacenza_1_dest_6,0.5,8.0,2,40,fluids,8,2
7,H_Pavia_1_origin_7,H_Pavia_10_dest_7,0.4,10.0,2,50,medication,9,2
8,H_Parma_3_origin_8,H_Bergamo_2_dest_8,0.3,10.0,2,60,lab_sample,13,1
9,H_Milano_3_origin_9,H_Bergamo_4_dest_9,0.5,8.0,1,40,fluids,1,1
10,H_Cremona_1_origin_10,H_Milano_3_dest_10,0.4,10.0,2,50,medication,10,2
11,H_Pavia_1_origin_11,H_Milano_2_dest_11,0.4,10.0,2,50,medication,12,2
12,H_Parma_3_origin_12,H_Cremona_1_dest_12,0.3,10.0,1,60,lab_sample,3,1
13,H_Pavia_8_origin_13,H_Bergamo_3_dest_13,0.3,10.0,3,60,lab_sample,24,2
14,H_Parma_3_origin_14,H_Bergamo_1_dest_14,0.3,10.0,3,60,lab_sample,26,1
15,H_Milano_1_origin_15,H_Pavia_5_dest_15,0.4,10.0,2,50,medication,8,2
16,H_Pavia_5_origin_16,H_Piacenza_1_dest_16,0.3,10.0,3,60,lab_sample,27,1
17,H_Bergamo_2_origin_17,H_Milano_3_dest_17,0.25,4.0,1,80,blood,2,2
18,H_Pavia_1_origin_18,H_Pavia_9_dest_18,0.5,8.0,1,40,fluids,3,2
19,H_Milano_1_origin_19,H_Piacenza_2_dest_19,0.3,10.0,1,60,lab_sample,9,2
20,H_Pavia_9_origin_20,H_Parma_1_dest_20,0.25,4.0,1,80,blood,3,2
21,H_Parma_2_origin_21,H_Milano_3_dest_21,0.5,8.0,1,40,fluids,4,1
22,H_Pavia_5_origin_22,H_Pavia_1_dest_22,0.4,10.0,2,50,medication,12,1
23,H_Parma_3_origin_23,H_Bergamo_4_dest_23,0.5,8.0,1,40,fluids,3,1
24,H_Parma_2_origin_24,H_Pavia_1_dest_24,0.3,10.0,1,60,lab_sample,2,1
25,H_Pavia_5_origin_25,H_Pavia_8_dest_25,0.5,8.0,2,40,fluids,8,1
26,H_Piacenza_2_origin_26,H_Pavia_10_dest_26,0.4,10.0,1,50,medication,6,2
27,H_Piacenza_1_origin_27,H_Bergamo_3_dest_27,0.3,10.0,3,60,lab_sample,29,2
28,H_Pavia_10_origin_28,H_Pavia_5_dest_28,0.3,10.0,3,60,lab_sample,30,1
29,H_Cremona_1_origin_29,H_Pavia_9_dest_29,0.5,8.0,1,40,fluids,2,2
30,H_Milano_2_origin_30,H_Pavia_9_dest_30,0.4,10.0,3,50,medication,15,2
31,H_Parma_3_origin_31,H_Parma_2_dest_31,0.3,10.0,2,60,lab_sample,20,1
32,H_Piacenza_1_origin_32,H_Bergamo_3_dest_32,0.4,10.0,2,50,medication,11,2
33,H_Parma_1_origin_33,H_Pavia_1_dest_33,0.5,8.0,3,40,fluids,11,2
34,H_Pavia_10_origin_34,H_Piacenza_1_dest_34,0.4,10.0,2,50,medication,11,1
35,H_Parma_2_origin_35,H_Bergamo_1_dest_35,0.5,8.0,3,40,fluids,9,1
36,H_Pavia_8_origin_36,H_Milano_2_dest_36,0.5,8.0,2,40,fluids,5,2
37,H_Pavia_1_origin_37,H_Cremona_1_dest_37,0.3,10.0,2,60,lab_sample,12,2
38,H_Bergamo_4_origin_38,H_Milano_3_dest_38,0.5,8.0,1,40,fluids,3,2
39,H_Bergamo_3_origin_39,H_Milano_2_dest_39,0.3,10.0,1,60,lab_sample,9,1
40,H_Milano_3_origin_40,H_Pavia_5_dest_40,0.4,10.0,3,50,medication,18,1
41,H_Milano_1_origin_41,H_Pavia_1_dest_41,0.3,10.0,1,60,lab_sample,6,2
42,H_Piacenza_2_origin_42,H_Parma_1_dest_42,0.5,8.0,2,40,fluids,7,2
43,H_Bergamo_3_origin_43,H_Pavia_5_dest_43,0.5,8.0,2,40,fluids,7,1
44,H_Pavia_10_origin_44,H_Parma_2_dest_44,0.25,4.0,3,80,blood,9,1
