commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_Milano_1_origin_1,H_Cremona_1_dest_1,0.4,10.0,2,50,medication,8,2
2,H_Piacenza_1_origin_2,H_Milano_2_dest_2,0.5,8.0,3,40,fluids,10,2
3,H_Pavia_10_origin_3,H_Parma_3_dest_3,0.4,10.0,3,50,medication,17,1
4,H_Piacenza_2_origin_4,H_Pavia_10_dest_4,0.4,10.0,2,50,medication,7,2
5,H_Pavia_10_origin_5,H_Pavia_9_dest_5,0.4,10.0,1,50,medication,1,1
6,H_Bergamo_4_origin_6,H_Parma_2_dest_6,0.4,10.0,2,50,medication,13,2
7,H_Pavia_10_origin_7,H_Parma_2_dest_7,0.5,8.0,3,40,fluids,11,1
8,H_Milano_1_origin_8,H_Pavia_5_dest_8,0.4,10.0,1,50,medication,1,2
9,H_Milano_2_origin_9,H_Cremona_2_dest_9,0.5,8.0,3,40,fluids,12,1
10,H_Pavia_1_origin_10,H_Bergamo_3_dest_10,0.25,4.0,3,80,blood,12,2
11,H_Bergamo_4_origin_11,H_Piacenza_2_dest_11,0.25,4.0,3,80,blood,12,1
12,H_Milano_1_origin_12,H_Piacenza_2_dest_12,0.3,10.0,3,60,lab_sample,28,2
13,H_Bergamo_2_origin_13,H_Piacenza_2_dest_13,0.4,10.0,2,50,medication,10,1
14,H_Milano_2_origin_14,H_Piacenza_1_dest_14,0.4,10.0,3,50,medication,18,1
15,H_Parma_1_origin_15,H_Pavia_5_dest_15,0.5,8.0,2,40,fluids,6,2
