commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_Parma_2_origin_1,H_Cremona_1_dest_1,0.5,8.0,2,40,fluids,7,1
2,H_Pavia_8_origin_2,H_Cremona_2_dest_2,0.3,10.0,1,60,lab_sample,10,1
3,H_Bergamo_2_origin_3,H_Milano_3_dest_3,0.3,10.0,2,60,lab_sample,16,1
4,H_Bergamo_3_origin_4,H_Milano_1_dest_4,0.5,8.0,2,40,fluids,6,2
5,H_Piacenza_2_origin_5,H_Parma_3_dest_5,0.5,8.0,1,40,fluids,4,2
6,H_Bergamo_3_origin_6,H_Parma_1_dest_6,0.5,8.0,1,40,fluids,4,2
7,H_Milano_3_origin_7,H_Pavia_5_dest_7,0.4,10.0,2,50,medication,10,1
8,H_Milano_3_origin_8,H_Bergamo_1_dest_8,0.3,10.0,3,60,lab_sample,21,1
9,H_Bergamo_1_origin_9,H_Parma_1_dest_9,0.5,8.0,1,40,fluids,2,2
10,H_Pavia_1_origin_10,H_Bergamo_1_dest_10,0.5,8.0,1,40,fluids,1,2
