commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_Bergamo_4_origin_1,H_Parma_1_dest_1,0.5,8.0,2,40,fluids,7,1
2,H_Cremona_1_origin_2,H_Parma_3_dest_2,0.5,8.0,3,40,fluids,11,1
3,H_Parma_2_origin_3,H_Pavia_1_dest_3,0.5,8.0,1,40,fluids,1,2
4,H_Bergamo_3_origin_4,H_Pavia_5_dest_4,0.4,10.0,2,50,medication,7,2
5,H_Parma_2_origin_5,H_Cremona_1_dest_5,0.4,10.0,1,50,medication,4,2
6,H_Piacenza_2_origin_6,H_Bergamo_1_dest_6,0.3,10.0,3,60,lab_sample,26,2
7,H_Bergamo_1_origin_7,H_Parma_3_dest_7,0.5,8.0,3,40,fluids,10,2
8,H_Bergamo_3_origin_8,H_Pavia_9_dest_8,0.5,8.0,2,40,fluids,6,2
9,H_Milano_2_origin_9,H_Cremona_1_dest_9,0.3,10.0,3,60,lab_sample,22,1
10,H_Pavia_1_origin_10,H_Cremona_1_dest_10,0.4,10.0,2,50,medication,9,2
11,H_Pavia_9_origin_11,H_Pavia_10_dest_11,0.5,8.0,1,40,fluids,1,1
12,H_Pavia_1_origin_12,H_Bergamo_3_dest_12,0.5,8.0,1,40,fluids,1,2
13,H_Cremona_1_origin_13,H_Pavia_1_dest_13,0.4,10.0,2,50,medication,10,1
14,H_Bergamo_3_origin_14,H_Pavia_5_dest_14,0.3,10.0,2,60,lab_sample,16,2
15,H_Pavia_8_origin_15,H_Cremona_2_dest_15,0.4,10.0,2,50,medication,10,2
16,H_Pavia_5_origin_16,H_Parma_1_dest_16,0.5,8.0,2,40,fluids,7,2
17,H_Piacenza_1_origin_17,H_Parma_1_dest_17,0.3,10.0,1,60,lab_sample,8,2
18,H_Milano_2_origin_18,H_Milano_3_dest_18,0.4,10.0,1,50,medication,2,1
19,H_Pavia_5_origin_19,H_Piacenza_1_dest_19,0.25,4.0,1,80,blood,4,2
20,H_Piacenza_2_origin_20,H_Cremona_1_dest_20,0.5,8.0,3,40,fluids,12,2
21,H_Pavia_5_origin_21,H_Parma_3_dest_21,0.4,10.0,3,50,medication,14,2
22,H_Piacenza_1_origin_22,H_Bergamo_3_dest_22,0.5,8.0,3,40,fluids,10,2
23,H_Parma_2_origin_23,H_Piacenza_1_dest_23,0.3,10.0,3,60,lab_sample,30,2
