commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_Pavia_5_origin_1,H_Milano_1_dest_1,0.25,4.0,2,80,blood,6,2
2,H_Milano_1_origin_2,H_Bergamo_3_dest_2,0.3,10.0,3,60,lab_sample,26,1
3,H_Pavia_8_origin_3,H_Milano_3_dest_3,0.4,10.0,2,50,medication,12,2
4,H_Pavia_9_origin_4,H_Milano_1_dest_4,0.0,1.5,1,100,organ,1,1
5,H_Parma_1_origin_5,H_Piacenza_1_dest_5,0.5,8.0,1,40,fluids,2,1
6,H_Pavia_5_origin_6,H_Piacenza_1_dest_6,0.4,10.0,3,50,medication,18,2
7,H_Milano_3_origin_7,H_Pavia_10_dest_7,0.5,8.0,3,40,fluids,9,2
8,H_Bergamo_4_origin_8,H_Milano_3_dest_8,0.5,8.0,1,40,fluids,4,1
9,H_Piacenza_2_origin_9,H_Cremona_1_dest_9,0.25,4.0,1,80,blood,1,2
10,H_Milano_3_origin_10,H_Pavia_5_dest_10,0.25,4.0,1,80,blood,2,1
11,H_Parma_3_origin_11,H_Bergamo_4_dest_11,0.4,10.0,3,50,medication,17,1
12,H_Parma_2_origin_12,H_Parma_3_dest_12,0.4,10.0,1,50,medication,5,2
13,H_Cremona_2_origin_13,H_Pavia_9_dest_13,0.3,10.0,1,60,lab_sample,1,1
14,H_Piacenza_2_origin_14,H_Bergamo_2_dest_14,0.3,10.0,2,60,lab_sample,18,2
15,H_Bergamo_3_origin_15,H_Bergamo_1_dest_15,0.4,10.0,3,50,medication,14,1
16,H_Bergamo_4_origin_16,H_Milano_1_dest_16,0.25,4.0,3,80,blood,9,1
17,H_Cremona_2_origin_17,H_Pavia_1_dest_17,0.3,10.0,2,60,lab_sample,12,1
18,H_Cremona_1_origin_18,H_Parma_2_dest_18,0.5,8.0,2,40,fluids,8,2
19,H_Piacenza_1_origin_19,H_Bergamo_1_dest_19,0.3,10.0,3,60,lab_sample,30,1
20,H_Piacenza_1_origin_20,H_Parma_2_dest_20,0.5,8.0,1,40,fluids,2,1
