commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_1_origin_1,H_3_dest_1,0.5,8.0,3,40,fluids,12,1
2,H_9_origin_2,H_13_dest_2,0.4,10.0,1,50,medication,2,2
3,H_7_origin_3,H_10_dest_3,0.3,10.0,1,60,lab_sample,5,1
4,H_9_origin_4,H_4_dest_4,0.3,10.0,2,60,lab_sample,12,2
5,H_12_origin_5,H_2_dest_5,0.3,10.0,1,60,lab_sample,9,1
6,H_5_origin_6,H_2_dest_6,0.5,8.0,3,40,fluids,12,2
7,H_9_origin_7,H_2_dest_7,0.4,10.0,2,50,medication,13,2
8,H_12_origin_8,H_14_dest_8,0.3,10.0,2,60,lab_sample,20,1
9,H_13_origin_9,H_18_dest_9,0.4,10.0,1,50,medication,1,2
10,H_18_origin_10,H_14_dest_10,0.5,8.0,2,40,fluids,8,1
11,H_10_origin_11,H_11_dest_11,0.3,10.0,3,60,lab_sample,28,1
12,H_17_origin_12,H_4_dest_12,0.5,8.0,3,40,fluids,12,1
13,H_5_origin_13,H_8_dest_13,0.4,10.0,1,50,medication,1,2
14,H_2_origin_14,H_3_dest_14,0.5,8.0,2,40,fluids,5,1
15,H_12_origin_15,H_2_dest_15,0.3,10.0,3,60,lab_sample,27,1
16,H_13_origin_16,H_12_dest_16,0.4,10.0,1,50,medication,6,2
17,H_4_origin_17,H_13_dest_17,0.3,10.0,3,60,lab_sample,26,1
18,H_18_origin_18,H_3_dest_18,0.4,10.0,1,50,medication,4,1
19,H_2_origin_19,H_7_dest_19,0.3,10.0,1,60,lab_sample,1,1
20,H_11_origin_20,H_12_dest_20,0.3,10.0,2,60,lab_sample,14,1
21,H_1_origin_21,H_17_dest_21,0.4,10.0,2,50,medication,10,1
22,H_18_origin_22,H_4_dest_22,0.3,10.0,3,60,lab_sample,27,1
23,H_10_origin_23,H_17_dest_23,0.5,8.0,3,40,fluids,11,1
24,H_6_origin_24,H_3_dest_24,0.5,8.0,2,40,fluids,5,2
25,H_16_origin_25,H_11_dest_25,0.5,8.0,1,40,fluids,1,2
26,H_7_origin_26,H_12_dest_26,0.3,10.0,3,60,lab_sample,29,1
27,H_9_origin_27,H_16_dest_27,0.5,8.0,1,40,fluids,1,2
28,H_5_origin_28,H_4_dest_28,0.3,10.0,3,60,lab_sample,21,2
29,H_17_origin_29,H_13_dest_29,0.3,10.0,3,60,lab_sample,22,1
30,H_11_origin_30,H_16_dest_30,0.3,10.0,1,60,lab_sample,10,1
31,H_2_origin_31,H_10_dest_31,0.3,10.0,2,60,lab_sample,11,1
32,H_12_origin_32,H_3_dest_32,0.5,8.0,1,40,fluids,4,1
33,H_12_origin_33,H_16_dest_33,0.3,10.0,2,60,lab_sample,18,1
34,H_5_origin_34,H_6_dest_34,0.4,10.0,3,50,medication,17,2
35,H_19_origin_35,H_12_dest_35,0.5,8.0,1,40,fluids,3,1
36,H_10_origin_36,H_16_dest_36,0.5,8.0,3,40,fluids,12,1
37,H_1_origin_37,H_12_dest_37,0.5,8.0,3,40,fluids,10,1
38,H_4_origin_38,H_8_dest_38,0.3,10.0,3,60,lab_sample,24,1
39,H_6_origin_39,H_9_dest_39,0.3,10.0,1,60,lab_sample,8,2
40,H_14_origin_40,H_10_dest_40,0.4,10.0,2,50,medication,12,1
