commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_5_origin_1,H_10_dest_1,0.3,10.0,1,60,lab_sample,1,2
2,H_17_origin_2,H_19_dest_2,0.25,4.0,3,80,blood,12,2
3,H_14_origin_3,H_19_dest_3,0.5,8.0,3,40,fluids,12,2
4,H_3_origin_4,H_17_dest_4,0.5,8.0,3,40,fluids,10,2
5,H_2_origin_5,H_16_dest_5,0.5,8.0,3,40,fluids,9,2
6,H_5_origin_6,H_4_dest_6,0.4,10.0,3,50,medication,18,2
7,H_14_origin_7,H_5_dest_7,0.3,10.0,1,60,lab_sample,10,2
8,H_2_origin_8,H_18_dest_8,0.3,10.0,1,60,lab_sample,8,2
9,H_5_origin_9,H_8_dest_9,0.4,10.0,1,50,medication,3,2
10,H_13_origin_10,H_19_dest_10,0.3,10.0,1,60,lab_sample,8,2
11,H_10_origin_11,H_3_dest_11,0.4,10.0,1,50,medication,5,2
12,H_3_origin_12,H_18_dest_12,0.4,10.0,3,50,medication,15,2
13,H_3_origin_13,H_7_dest_13,0.5,8.0,3,40,fluids,12,2
14,H_1_origin_14,H_11_dest_14,0.4,10.0,3,50,medication,16,2
15,H_6_origin_15,H_9_dest_15,0.5,8.0,1,40,fluids,1,2
16,H_14_origin_16,H_17_dest_16,0.4,10.0,3,50,medication,17,2
17,H_7_origin_17,H_14_dest_17,0.3,10.0,1,60,lab_sample,10,1
18,H_16_origin_18,H_13_dest_18,0.4,10.0,1,50,medication,4,2
19,H_7_origin_19,H_10_dest_19,0.5,8.0,3,40,fluids,11,1
20,H_4_origin_20,H_13_dest_20,0.5,8.0,2,40,fluids,8,2
21,H_2_origin_21,H_6_dest_21,0.5,8.0,1,40,fluids,1,2
22,H_7_origin_22,H_6_dest_22,0.25,4.0,3,80,blood,11,1
23,H_9_origin_23,H_1_dest_23,0.3,10.0,3,60,lab_sample,28,1
24,H_2_origin_24,H_18_dest_24,0.25,4.0,1,80,blood,4,2
25,H_12_origin_25,H_8_dest_25,0.5,8.0,1,40,fluids,2,1
26,H_5_origin_26,H_2_dest_26,0.4,10.0,2,50,medication,13,2
27,H_4_origin_27,H_10_dest_27,0.0,1.5,1,100,organ,1,2
28,H_16_origin_28,H_4_dest_28,0.5,8.0,3,40,fluids,11,2
29,H_9_origin_29,H_5_dest_29,0.5,8.0,1,40,fluids,3,1
30,H_19_origin_30,H_8_dest_30,0.0,1.5,1,100,organ,1,1
31,H_3_origin_31,H_11_dest_31,0.4,10.0,2,50,medication,9,2
32,H_9_origin_32,H_1_dest_32,0.3,10.0,1,60,lab_sample,4,1
33,H_18_origin_33,H_6_dest_33,0.5,8.0,1,40,fluids,2,1
34,H_6_origin_34,H_13_dest_34,0.5,8.0,2,40,fluids,7,2
35,H_17_origin_35,H_10_dest_35,0.4,10.0,2,50,medication,8,2
36,H_14_origin_36,H_6_dest_36,0.3,10.0,3,60,lab_sample,30,2
37,H_17_origin_37,H_1_dest_37,0.4,10.0,2,50,medication,9,2
38,H_5_origin_38,H_13_dest_38,0.3,10.0,1,60,lab_sample,1,2
39,H_19_origin_39,H_12_dest_39,0.3,10.0,2,60,lab_sample,19,1
40,H_4_origin_40,H_16_dest_40,0.3,10.0,2,60,lab_sample,17,2
41,H_19_origin_41,H_2_dest_41,0.25,4.0,3,80,blood,10,1
42,H_19_origin_42,H_14_dest_42,0.25,4.0,2,80,blood,8,1
43,H_9_origin_43,H_7_dest_43,0.5,8.0,2,40,fluids,6,1
44,H_8_origin_44,H_17_dest_44,0.3,10.0,3,60,lab_sample,30,1
45,H_17_origin_45,H_13_dest_45,0.5,8.0,3,40,fluids,10,2
46,H_6_origin_46,H_2_dest_46,0.5,8.0,2,40,fluids,7,2
47,H_3_origin_47,H_2_dest_47,0.25,4.0,1,80,blood,4,2
48,H_8_origin_48,H_3_dest_48,0.25,4.0,2,80,blood,8,1
49,H_14_origin_49,H_12_dest_49,0.0,1.5,1,100,organ,1,2
50,H_12_origin_50,H_14_dest_50,0.5,8.0,1,40,fluids,2,1
