commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_1_origin_1,H_17_dest_1,0.5,8.0,2,40,fluids,7,2
2,H_9_origin_2,H_14_dest_2,0.3,10.0,2,60,lab_sample,17,2
3,H_5_origin_3,H_12_dest_3,0.5,8.0,3,40,fluids,11,2
4,H_3_origin_4,H_1_dest_4,0.5,8.0,3,40,fluids,11,1
5,H_16_origin_5,H_8_dest_5,0.5,8.0,1,40,fluids,3,1
6,H_14_origin_6,H_17_dest_6,0.5,8.0,1,40,fluids,1,2
7,H_8_origin_7,H_4_dest_7,0.4,10.0,1,50,medication,3,2
8,H_6_origin_8,H_10_dest_8,0.0,1.5,1,100,organ,1,1
9,H_4_origin_9,H_19_dest_9,0.3,10.0,1,60,lab_sample,1,1
10,H_18_origin_10,H_14_dest_10,0.4,10.0,3,50,medication,16,1
11,H_8_origin_11,H_7_dest_11,0.4,10.0,1,50,medication,6,2
12,H_5_origin_12,H_11_dest_12,0.5,8.0,2,40,fluids,8,2
13,H_19_origin_13,H_8_dest_13,0.3,10.0,3,60,lab_sample,25,1
14,H_18_origin_14,H_11_dest_14,0.3,10.0,1,60,lab_sample,1,1
15,H_13_origin_15,H_9_dest_15,0.4,10.0,2,50,medication,13,2
16,H_13_origin_16,H_12_dest_16,0.3,10.0,2,60,lab_sample,12,2
17,H_4_origin_17,H_3_dest_17,0.5,8.0,2,40,fluids,7,1
18,H_14_origin_18,H_4_dest_18,0.4,10.0,2,50,medication,13,2
19,H_18_origin_19,H_17_dest_19,0.4,10.0,3,50,medication,15,1
20,H_1_origin_20,H_4_dest_20,0.4,10.0,2,50,medication,9,2
21,H_16_origin_21,H_14_dest_21,0.5,8.0,2,40,fluids,7,1
22,H_10_origin_22,H_16_dest_22,0.3,10.0,3,60,lab_sample,30,1
23,H_17_origin_23,H_12_dest_23,0.5,8.0,1,40,fluids,2,1
24,H_17_origin_24,H_5_dest_24,0.4,10.0,2,50,medication,13,1
25,H_2_origin_25,H_18_dest_25,0.0,1.5,1,100,organ,1,2
26,H_11_origin_26,H_1_dest_26,0.5,8.0,3,40,fluids,9,2
27,H_16_origin_27,H_17_dest_27,0.3,10.0,2,60,lab_sample,20,1
28,H_8_origin_28,H_17_dest_28,0.4,10.0,2,50,medication,10,2
29,H_2_origin_29,H_5_dest_29,0.5,8.0,2,40,fluids,6,2
30,H_16_origin_30,H_8_dest_30,0.5,8.0,3,40,fluids,11,1
31,H_13_origin_31,H_7_dest_31,0.4,10.0,3,50,medication,16,2
32,H_16_origin_32,H_13_dest_32,0.4,10.0,3,50,medication,17,1
33,H_14_origin_33,H_2_dest_33,0.5,8.0,2,40,fluids,6,2
34,H_7_origin_34,H_3_dest_34,0.3,10.0,3,60,lab_sample,27,1
35,H_6_origin_35,H_7_dest_35,0.4,10.0,2,50,medication,11,1
36,H_4_origin_36,H_11_dest_36,0.3,10.0,3,60,lab_sample,29,1
37,H_7_origin_37,H_3_dest_37,0.4,10.0,2,50,medication,11,1
38,H_4_origin_38,H_14_dest_38,0.5,8.0,2,40,fluids,5,1
39,H_3_origin_39,H_14_dest_39,0.5,8.0,2,40,fluids,5,1
40,H_14_origin_40,H_16_dest_40,0.5,8.0,2,40,fluids,8,2
