commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_14_origin_1,H_18_dest_1,0.4,10.0,1,50,medication,1,1
2,H_17_origin_2,H_18_dest_2,0.3,10.0,1,60,lab_sample,8,2
3,H_10_origin_3,H_3_dest_3,0.4,10.0,2,50,medication,12,1
4,H_16_origin_4,H_7_dest_4,0.4,10.0,3,50,medication,16,2
5,H_17_origin_5,H_1_dest_5,0.4,10.0,3,50,medication,15,2
6,H_16_origin_6,H_7_dest_6,0.3,10.0,3,60,lab_sample,22,2
7,H_13_origin_7,H_2_dest_7,0.3,10.0,2,60,lab_sample,13,2
8,H_6_origin_8,H_1_dest_8,0.4,10.0,1,50,medication,5,2
9,H_6_origin_9,H_7_dest_9,0.5,8.0,3,40,fluids,10,2
10,H_18_origin_10,H_7_dest_10,0.5,8.0,3,40,fluids,9,2
11,H_4_origin_11,H_13_dest_11,0.4,10.0,1,50,medication,2,1
12,H_7_origin_12,H_9_dest_12,0.4,10.0,3,50,medication,18,1
13,H_5_origin_13,H_2_dest_13,0.5,8.0,2,40,fluids,7,2
14,H_5_origin_14,H_18_dest_14,0.5,8.0,3,40,fluids,9,2
15,H_10_origin_15,H_14_dest_15,0.3,10.0,1,60,lab_sample,5,1
16,H_6_origin_16,H_13_dest_16,0.4,10.0,2,50,medication,9,2
17,H_13_origin_17,H_18_dest_17,0.4,10.0,2,50,medication,12,2
18,H_2_origin_18,H_18_dest_18,0.5,8.0,2,40,fluids,8,2
19,H_2_origin_19,H_14_dest_19,0.4,10.0,3,50,medication,18,2
20,H_13_origin_20,H_10_dest_20,0.4,10.0,2,50,medication,12,2
21,H_2_origin_21,H_19_dest_21,0.5,8.0,3,40,fluids,12,2
22,H_10_origin_22,H_7_dest_22,0.5,8.0,1,40,fluids,4,1
23,H_6_origin_23,H_14_dest_23,0.25,4.0,1,80,blood,1,2
24,H_8_origin_24,H_16_dest_24,0.25,4.0,1,80,blood,4,1
25,H_8_origin_25,H_4_dest_25,0.5,8.0,1,40,fluids,3,1
26,H_18_origin_26,H_17_dest_26,0.5,8.0,2,40,fluids,8,2
27,H_4_origin_27,H_2_dest_27,0.5,8.0,1,40,fluids,2,1
28,H_2_origin_28,H_1_dest_28,0.5,8.0,2,40,fluids,7,2
29,H_6_origin_29,H_2_dest_29,0.5,8.0,3,40,fluids,11,2
30,H_17_origin_30,H_13_dest_30,0.5,8.0,1,40,fluids,2,2
