commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_18_origin_1,H_6_dest_1,0.5,8.0,1,40,fluids,4,2
2,H_9_origin_2,H_8_dest_2,0.3,10.0,1,60,lab_sample,3,1
3,H_5_origin_3,H_4_dest_3,0.4,10.0,3,50,medication,15,2
4,H_8_origin_4,H_17_dest_4,0.3,10.0,1,60,lab_sample,4,1
5,H_11_origin_5,H_3_dest_5,0.5,8.0,2,40,fluids,5,2
6,H_10_origin_6,H_6_dest_6,0.5,8.0,3,40,fluids,11,2
7,H_18_origin_7,H_19_dest_7,0.3,10.0,2,60,lab_sample,12,2
8,H_9_origin_8,H_16_dest_8,0.3,10.0,1,60,lab_sample,10,1
9,H_4_origin_9,H_2_dest_9,0.4,10.0,2,50,medication,10,1
10,H_19_origin_10,H_17_dest_10,0.25,4.0,3,80,blood,11,2
11,H_13_origin_11,H_11_dest_11,0.5,8.0,3,40,fluids,11,1
12,H_11_origin_12,H_6_dest_12,0.4,10.0,2,50,medication,8,2
13,H_4_origin_13,H_16_dest_13,0.0,1.5,1,100,organ,1,1
14,H_16_origin_14,H_18_dest_14,0.4,10.0,2,50,medication,7,2
15,H_13_origin_15,H_6_dest_15,0.5,8.0,1,40,fluids,4,1
16,H_16_origin_16,H_1_dest_16,0.5,8.0,1,40,fluids,4,2
17,H_17_origin_17,H_18_dest_17,0.25,4.0,3,80,blood,11,2
18,H_11_origin_18,H_5_dest_18,0.5,8.0,3,40,fluids,9,2
19,H_4_origin_19,H_9_dest_19,0.4,10.0,3,50,medication,18,1
20,H_3_origin_20,H_19_dest_20,0.0,1.5,1,100,organ,1,1
21,H_10_origin_21,H_3_dest_21,0.5,8.0,1,40,fluids,2,2
22,H_6_origin_22,H_4_dest_22,0.5,8.0,2,40,fluids,6,1
23,H_14_origin_23,H_5_dest_23,0.3,10.0,2,60,lab_sample,18,1
24,H_18_origin_24,H_7_dest_24,0.4,10.0,3,50,medication,14,2
25,H_3_origin_25,H_11_dest_25,0.5,8.0,3,40,fluids,9,1
26,H_9_origin_26,H_18_dest_26,0.5,8.0,1,40,fluids,3,1
27,H_7_origin_27,H_17_dest_27,0.4,10.0,1,50,medication,6,1
28,H_13_origin_28,H_6_dest_28,0.4,10.0,3,50,medication,14,1
29,H_13_origin_29,H_5_dest_29,0.5,8.0,3,40,fluids,11,1
30,H_8_origin_30,H_7_dest_30,0.4,10.0,2,50,medication,12,1
31,H_3_origin_31,H_6_dest_31,0.4,10.0,3,50,medication,15,1
32,H_1_origin_32,H_14_dest_32,0.5,8.0,2,40,fluids,6,2
33,H_16_origin_33,H_9_dest_33,0.3,10.0,1,60,lab_sample,8,2
34,H_3_origin_34,H_6_dest_34,0.4,10.0,1,50,medication,5,1
35,H_2_origin_35,H_6_dest_35,0.4,10.0,3,50,medication,15,1
36,H_19_origin_36,H_1_dest_36,0.3,10.0,1,60,lab_sample,9,2
37,H_8_origin_37,H_19_dest_37,0.5,8.0,3,40,fluids,11,1
38,H_13_origin_38,H_4_dest_38,0.3,10.0,1,60,lab_sample,6,1
39,H_19_origin_39,H_3_dest_39,0.0,1.5,1,100,organ,1,2
40,H_3_origin_40,H_12_dest_40,0.3,10.0,3,60,lab_sample,25,1
