commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_9_origin_1,H_14_dest_1,0.4,10.0,1,50,medication,6,1
2,H_16_origin_2,H_19_dest_2,0.3,10.0,3,60,lab_sample,30,1
3,H_19_origin_3,H_4_dest_3,0.4,10.0,1,50,medication,3,2
4,H_6_origin_4,H_9_dest_4,0.4,10.0,1,50,medication,3,1
5,H_13_origin_5,H_7_dest_5,0.3,10.0,1,60,lab_sample,1,1
6,H_6_origin_6,H_11_dest_6,0.4,10.0,2,50,medication,13,1
7,H_11_origin_7,H_6_dest_7,0.25,4.0,1,80,blood,3,2
8,H_16_origin_8,H_17_dest_8,0.0,1.5,1,100,organ,1,1
9,H_12_origin_9,H_9_dest_9,0.0,1.5,1,100,organ,1,1
10,H_14_origin_10,H_11_dest_10,0.5,8.0,1,40,fluids,4,1
11,H_10_origin_11,H_18_dest_11,0.3,10.0,1,60,lab_sample,4,2
12,H_13_origin_12,H_1_dest_12,0.3,10.0,2,60,lab_sample,16,1
13,H_10_origin_13,H_5_dest_13,0.3,10.0,2,60,lab_sample,16,2
14,H_7_origin_14,H_1_dest_14,0.5,8.0,2,40,fluids,7,1
15,H_8_origin_15,H_12_dest_15,0.3,10.0,3,60,lab_sample,26,1
16,H_2_origin_16,H_19_dest_16,0.0,1.5,1,100,organ,1,2
17,H_18_origin_17,H_1_dest_17,0.3,10.0,1,60,lab_sample,4,1
18,H_8_origin_18,H_17_dest_18,0.4,10.0,2,50,medication,12,1
19,H_7_origin_19,H_6_dest_19,0.3,10.0,3,60,lab_sample,26,1
20,H_19_origin_20,H_10_dest_20,0.4,10.0,2,50,medication,11,2
21,H_5_origin_21,H_2_dest_21,0.3,10.0,1,60,lab_sample,1,2
22,H_12_origin_22,H_18_dest_22,0.5,8.0,3,40,fluids,12,1
23,H_11_origin_23,H_3_dest_23,0.25,4.0,1,80,blood,2,2
24,H_6_origin_24,H_16_dest_24,0.25,4.0,3,80,blood,12,1
25,H_12_origin_25,H_14_dest_25,0.25,4.0,1,80,blood,3,1
26,H_3_origin_26,H_2_dest_26,0.5,8.0,3,40,fluids,9,1
27,H_8_origin_27,H_6_dest_27,0.3,10.0,3,60,lab_sample,26,1
28,H_16_origin_28,H_9_dest_28,0.5,8.0,1,40,fluids,1,1
29,H_14_origin_29,H_9_dest_29,0.5,8.0,3,40,fluids,9,1
30,H_19_origin_30,H_9_dest_30,0.4,10.0,2,50,medication,13,2
31,H_14_origin_31,H_17_dest_31,0.5,8.0,3,40,fluids,10,1
32,H_16_origin_32,H_5_dest_32,0.5,8.0,2,40,fluids,5,1
33,H_17_origin_33,H_10_dest_33,0.5,8.0,2,40,fluids,7,2
34,H_3_origin_34,H_11_dest_34,0.5,8.0,1,40,fluids,4,1
35,H_3_origin_35,H_16_dest_35,0.4,10.0,1,50,medication,6,1
36,H_11_origin_36,H_7_dest_36,0.25,4.0,2,80,blood,5,2
37,H_19_origin_37,H_2_dest_37,0.3,10.0,1,60,lab_sample,4,2
38,H_11_origin_38,H_14_dest_38,0.3,10.0,3,60,lab_sample,26,2
39,H_16_origin_39,H_19_dest_39,0.4,10.0,2,50,medication,7,1
40,H_11_origin_40,H_6_dest_40,0.0,1.5,1,100,organ,1,2
41,H_3_origin_41,H_13_dest_41,0.0,1.5,1,100,organ,1,1
42,H_18_origin_42,H_8_dest_42,0.25,4.0,1,80,blood,2,1
43,H_17_origin_43,H_18_dest_43,0.4,10.0,3,50,medication,18,2
44,H_19_origin_44,H_18_dest_44,0.5,8.0,1,40,fluids,1,2
45,H_13_origin_45,H_19_dest_45,0.3,10.0,3,60,lab_sample,29,1
46,H_10_origin_46,H_6_dest_46,0.0,1.5,1,100,organ,1,2
47,H_4_origin_47,H_5_dest_47,0.4,10.0,2,50,medication,9,1
48,H_1_origin_48,H_3_dest_48,0.0,1.5,1,100,organ,1,2
49,H_9_origin_49,H_8_dest_49,0.0,1.5,1,100,organ,1,1
50,H_10_origin_50,H_6_dest_50,0.3,10.0,1,60,lab_sample,8,2
