commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_9_origin_1,H_4_dest_1,0.3,10.0,3,60,lab_sample,26,2
2,H_5_origin_2,H_17_dest_2,0.5,8.0,3,40,fluids,11,2
3,H_7_origin_3,H_19_dest_3,0.5,8.0,1,40,fluids,2,1
4,H_19_origin_4,H_9_dest_4,0.5,8.0,1,40,fluids,1,2
5,H_14_origin_5,H_2_dest_5,0.4,10.0,3,50,medication,16,1
6,H_18_origin_6,H_10_dest_6,0.0,1.5,1,100,organ,1,2
7,H_9_origin_7,H_18_dest_7,0.3,10.0,2,60,lab_sample,19,2
8,H_14_origin_8,H_10_dest_8,0.5,8.0,2,40,fluids,7,1
9,H_12_origin_9,H_1_dest_9,0.3,10.0,3,60,lab_sample,25,2
10,H_2_origin_10,H_7_dest_10,0.3,10.0,3,60,lab_sample,28,2
11,H_8_origin_11,H_9_dest_11,0.3,10.0,2,60,lab_sample,14,1
12,H_6_origin_12,H_7_dest_12,0.0,1.5,1,100,organ,1,2
13,H_16_origin_13,H_17_dest_13,0.25,4.0,2,80,blood,6,2
14,H_19_origin_14,H_14_dest_14,0.3,10.0,3,60,lab_sample,25,2
15,H_1_origin_15,H_18_dest_15,0.4,10.0,2,50,medication,12,2
16,H_10_origin_16,H_4_dest_16,0.4,10.0,2,50,medication,12,1
17,H_13_origin_17,H_7_dest_17,0.5,8.0,2,40,fluids,8,1
18,H_9_origin_18,H_4_dest_18,0.5,8.0,2,40,fluids,7,2
19,H_7_origin_19,H_10_dest_19,0.5,8.0,3,40,fluids,10,1
20,H_11_origin_20,H_13_dest_20,0.3,10.0,3,60,lab_sample,23,2
21,H_9_origin_21,H_13_dest_21,0.4,10.0,2,50,medication,7,2
22,H_10_origin_22,H_2_dest_22,0.0,1.5,1,100,organ,1,1
23,H_7_origin_23,H_12_dest_23,0.4,10.0,3,50,medication,15,1
24,H_19_origin_24,H_18_dest_24,0.5,8.0,1,40,fluids,1,2
25,H_19_origin_25,H_12_dest_25,0.4,10.0,1,50,medication,4,2
26,H_13_origin_26,H_1_dest_26,0.3,10.0,3,60,lab_sample,24,1
27,H_4_origin_27,H_6_dest_27,0.4,10.0,3,50,medication,14,1
28,H_2_origin_28,H_4_dest_28,0.4,10.0,2,50,medication,9,2
29,H_14_origin_29,H_1_dest_29,0.0,1.5,1,100,organ,1,1
30,H_3_origin_30,H_8_dest_30,0.3,10.0,1,60,lab_sample,6,2
31,H_2_origin_31,H_12_dest_31,0.5,8.0,2,40,fluids,8,2
32,H_17_origin_32,H_1_dest_32,0.3,10.0,3,60,lab_sample,26,2
33,H_8_origin_33,H_7_dest_33,0.3,10.0,2,60,lab_sample,11,1
34,H_14_origin_34,H_1_dest_34,0.0,1.5,1,100,organ,1,1
35,H_12_origin_35,H_1_dest_35,0.3,10.0,1,60,lab_sample,3,2
36,H_1_origin_36,H_3_dest_36,0.3,10.0,3,60,lab_sample,26,2
37,H_8_origin_37,H_2_dest_37,0.3,10.0,3,60,lab_sample,26,1
38,H_4_origin_38,H_10_dest_38,0.4,10.0,2,50,medication,10,1
39,H_14_origin_39,H_10_dest_39,0.25,4.0,3,80,blood,9,1
40,H_6_origin_40,H_5_dest_40,0.25,4.0,3,80,blood,10,2
41,H_2_origin_41,H_17_dest_41,0.5,8.0,2,40,fluids,7,2
42,H_11_origin_42,H_19_dest_42,0.5,8.0,3,40,fluids,10,2
43,H_5_origin_43,H_7_dest_43,0.25,4.0,1,80,blood,1,2
44,H_2_origin_44,H_1_dest_44,0.5,8.0,1,40,fluids,1,2
45,H_10_origin_45,H_4_dest_45,0.4,10.0,3,50,medication,18,1
46,H_18_origin_46,H_9_dest_46,0.25,4.0,1,80,blood,2,2
47,H_8_origin_47,H_17_dest_47,0.4,10.0,3,50,medication,15,1
48,H_13_origin_48,H_2_dest_48,0.25,4.0,3,80,blood,12,1
49,H_6_origin_49,H_11_dest_49,0.5,8.0,2,40,fluids,5,2
50,H_10_origin_50,H_14_dest_50,0.3,10.0,3,60,lab_sample,25,1
