commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_7_origin_1,H_6_dest_1,0.4,10.0,3,50,medication,16,1
2,H_3_origin_2,H_14_dest_2,0.4,10.0,2,50,medication,7,2
3,H_4_origin_3,H_6_dest_3,0.0,1.5,1,100,organ,1,2
4,H_12_origin_4,H_11_dest_4,0.3,10.0,3,60,lab_sample,21,1
5,H_19_origin_5,H_17_dest_5,0.5,8.0,3,40,fluids,9,2
6,H_11_origin_6,H_12_dest_6,0.5,8.0,3,40,fluids,9,2
7,H_14_origin_7,H_16_dest_7,0.4,10.0,1,50,medication,6,2
8,H_1_origin_8,H_18_dest_8,0.0,1.5,1,100,organ,1,1
9,H_12_origin_9,H_5_dest_9,0.5,8.0,3,40,fluids,12,1
10,H_8_origin_10,H_5_dest_10,0.3,10.0,2,60,lab_sample,18,2
