NODES: 160
ARCS: 3090

NODE
Idn                                      x               y               Type           
HUB_1                                    45.113955       10.177026       HUB            
HUB_2                                    45.429270       9.388738        HUB            
H_Bergamo_1_origin_1                     45.687747       9.675601        H_ORIGIN       
H_Bergamo_1_origin_2                     45.687747       9.675601        H_ORIGIN       
H_Bergamo_1_origin_9                     45.687747       9.675601        H_ORIGIN       
H_Bergamo_2_origin_3                     45.695518       9.659230        H_ORIGIN       
H_Bergamo_3_origin_23                    45.792479       9.659418        H_ORIGIN       
H_Bergamo_3_origin_58                    45.792479       9.659418        H_ORIGIN       
H_Bergamo_4_origin_10                    45.635359       9.872452        H_ORIGIN       
H_Bergamo_4_origin_28                    45.635359       9.872452        H_ORIGIN       
H_Bergamo_4_origin_33                    45.635359       9.872452        H_ORIGIN       
H_Bergamo_4_origin_41                    45.635359       9.872452        H_ORIGIN       
H_Bergamo_4_origin_44                    45.635359       9.872452        H_ORIGIN       
H_Cremona_1_origin_25                    45.145060       10.012796       H_ORIGIN       
H_Cremona_1_origin_38                    45.145060       10.012796       H_ORIGIN       
H_Cremona_1_origin_61                    45.145060       10.012796       H_ORIGIN       
H_Cremona_2_origin_22                    45.289308       9.855996        H_ORIGIN       
H_Cremona_2_origin_24                    45.289308       9.855996        H_ORIGIN       
H_Cremona_2_origin_27                    45.289308       9.855996        H_ORIGIN       
H_Milano_1_origin_14                     45.499807       9.167334        H_ORIGIN       
H_Milano_1_origin_21                     45.499807       9.167334        H_ORIGIN       
H_Milano_1_origin_5                      45.499807       9.167334        H_ORIGIN       
H_Milano_1_origin_63                     45.499807       9.167334        H_ORIGIN       
H_Milano_2_origin_12                     45.466862       9.172003        H_ORIGIN       
H_Milano_2_origin_29                     45.466862       9.172003        H_ORIGIN       
H_Milano_2_origin_31                     45.466862       9.172003        H_ORIGIN       
H_Milano_2_origin_36                     45.466862       9.172003        H_ORIGIN       
H_Milano_2_origin_6                      45.466862       9.172003        H_ORIGIN       
H_Milano_2_origin_64                     45.466862       9.172003        H_ORIGIN       
H_Milano_3_origin_51                     45.471898       9.145035        H_ORIGIN       
H_Milano_3_origin_68                     45.471898       9.145035        H_ORIGIN       
H_Parma_1_origin_35                      44.694109       10.104399       H_ORIGIN       
H_Parma_1_origin_54                      44.694109       10.104399       H_ORIGIN       
H_Parma_1_origin_65                      44.694109       10.104399       H_ORIGIN       
H_Parma_1_origin_66                      44.694109       10.104399       H_ORIGIN       
H_Parma_1_origin_67                      44.694109       10.104399       H_ORIGIN       
H_Parma_1_origin_8                       44.694109       10.104399       H_ORIGIN       
H_Parma_2_origin_26                      44.856799       10.071196       H_ORIGIN       
H_Parma_2_origin_4                       44.856799       10.071196       H_ORIGIN       
H_Parma_2_origin_40                      44.856799       10.071196       H_ORIGIN       
H_Parma_2_origin_45                      44.856799       10.071196       H_ORIGIN       
H_Parma_2_origin_53                      44.856799       10.071196       H_ORIGIN       
H_Parma_2_origin_56                      44.856799       10.071196       H_ORIGIN       
H_Parma_3_origin_17                      44.717104       10.229990       H_ORIGIN       
H_Parma_3_origin_30                      44.717104       10.229990       H_ORIGIN       
H_Parma_3_origin_60                      44.717104       10.229990       H_ORIGIN       
H_Parma_3_origin_7                       44.717104       10.229990       H_ORIGIN       
H_Pavia_10_origin_20                     45.183361       9.145183        H_ORIGIN       
H_Pavia_10_origin_32                     45.183361       9.145183        H_ORIGIN       
H_Pavia_10_origin_43                     45.183361       9.145183        H_ORIGIN       
H_Pavia_10_origin_47                     45.183361       9.145183        H_ORIGIN       
H_Pavia_1_origin_16                      45.032079       9.285239        H_ORIGIN       
H_Pavia_1_origin_19                      45.032079       9.285239        H_ORIGIN       
H_Pavia_1_origin_69                      45.032079       9.285239        H_ORIGIN       
H_Pavia_5_origin_15                      45.066405       9.324603        H_ORIGIN       
H_Pavia_5_origin_39                      45.066405       9.324603        H_ORIGIN       
H_Pavia_5_origin_49                      45.066405       9.324603        H_ORIGIN       
H_Pavia_5_origin_50                      45.066405       9.324603        H_ORIGIN       
H_Pavia_8_origin_18                      45.194742       9.140386        H_ORIGIN       
H_Pavia_8_origin_42                      45.194742       9.140386        H_ORIGIN       
H_Pavia_8_origin_46                      45.194742       9.140386        H_ORIGIN       
H_Pavia_8_origin_62                      45.194742       9.140386        H_ORIGIN       
H_Pavia_9_origin_57                      45.190881       9.149624        H_ORIGIN       
H_Piacenza_1_origin_11                   44.716745       9.791689        H_ORIGIN       
H_Piacenza_1_origin_55                   44.716745       9.791689        H_ORIGIN       
H_Piacenza_1_origin_59                   44.716745       9.791689        H_ORIGIN       
H_Piacenza_1_origin_70                   44.716745       9.791689        H_ORIGIN       
H_Piacenza_2_origin_13                   44.916617       9.789650        H_ORIGIN       
H_Piacenza_2_origin_34                   44.916617       9.789650        H_ORIGIN       
H_Piacenza_2_origin_37                   44.916617       9.789650        H_ORIGIN       
H_Piacenza_2_origin_48                   44.916617       9.789650        H_ORIGIN       
H_Piacenza_2_origin_52                   44.916617       9.789650        H_ORIGIN       
H_Bergamo_1_dest_41                      45.687747       9.675601        H_DESTINATION  
H_Bergamo_1_dest_62                      45.687747       9.675601        H_DESTINATION  
H_Bergamo_2_dest_28                      45.695518       9.659230        H_DESTINATION  
H_Bergamo_2_dest_40                      45.695518       9.659230        H_DESTINATION  
H_Bergamo_2_dest_5                       45.695518       9.659230        H_DESTINATION  
H_Bergamo_4_dest_27                      45.635359       9.872452        H_DESTINATION  
H_Bergamo_4_dest_43                      45.635359       9.872452        H_DESTINATION  
H_Bergamo_4_dest_49                      45.635359       9.872452        H_DESTINATION  
H_Cremona_1_dest_1                       45.145060       10.012796       H_DESTINATION  
H_Cremona_1_dest_24                      45.145060       10.012796       H_DESTINATION  
H_Cremona_1_dest_52                      45.145060       10.012796       H_DESTINATION  
H_Cremona_1_dest_63                      45.145060       10.012796       H_DESTINATION  
H_Cremona_2_dest_61                      45.289308       9.855996        H_DESTINATION  
H_Cremona_2_dest_8                       45.289308       9.855996        H_DESTINATION  
H_Milano_1_dest_53                       45.499807       9.167334        H_DESTINATION  
H_Milano_1_dest_54                       45.499807       9.167334        H_DESTINATION  
H_Milano_1_dest_56                       45.499807       9.167334        H_DESTINATION  
H_Milano_2_dest_17                       45.466862       9.172003        H_DESTINATION  
H_Milano_2_dest_45                       45.466862       9.172003        H_DESTINATION  
H_Milano_3_dest_19                       45.471898       9.145035        H_DESTINATION  
H_Milano_3_dest_21                       45.471898       9.145035        H_DESTINATION  
H_Milano_3_dest_23                       45.471898       9.145035        H_DESTINATION  
H_Milano_3_dest_69                       45.471898       9.145035        H_DESTINATION  
H_Milano_3_dest_9                        45.471898       9.145035        H_DESTINATION  
H_Parma_1_dest_13                        44.694109       10.104399       H_DESTINATION  
H_Parma_1_dest_2                         44.694109       10.104399       H_DESTINATION  
H_Parma_1_dest_20                        44.694109       10.104399       H_DESTINATION  
H_Parma_1_dest_26                        44.694109       10.104399       H_DESTINATION  
H_Parma_1_dest_31                        44.694109       10.104399       H_DESTINATION  
H_Parma_1_dest_38                        44.694109       10.104399       H_DESTINATION  
H_Parma_1_dest_4                         44.694109       10.104399       H_DESTINATION  
H_Parma_1_dest_55                        44.694109       10.104399       H_DESTINATION  
H_Parma_2_dest_70                        44.856799       10.071196       H_DESTINATION  
H_Parma_3_dest_15                        44.717104       10.229990       H_DESTINATION  
H_Parma_3_dest_29                        44.717104       10.229990       H_DESTINATION  
H_Parma_3_dest_33                        44.717104       10.229990       H_DESTINATION  
H_Parma_3_dest_39                        44.717104       10.229990       H_DESTINATION  
H_Parma_3_dest_59                        44.717104       10.229990       H_DESTINATION  
H_Parma_3_dest_6                         44.717104       10.229990       H_DESTINATION  
H_Pavia_1_dest_11                        45.032079       9.285239        H_DESTINATION  
H_Pavia_1_dest_18                        45.032079       9.285239        H_DESTINATION  
H_Pavia_1_dest_3                         45.032079       9.285239        H_DESTINATION  
H_Pavia_1_dest_30                        45.032079       9.285239        H_DESTINATION  
H_Pavia_1_dest_50                        45.032079       9.285239        H_DESTINATION  
H_Pavia_1_dest_57                        45.032079       9.285239        H_DESTINATION  
H_Pavia_1_dest_64                        45.032079       9.285239        H_DESTINATION  
H_Pavia_1_dest_67                        45.032079       9.285239        H_DESTINATION  
H_Pavia_5_dest_44                        45.066405       9.324603        H_DESTINATION  
