NODES: 160
ARCS: 3069

NODE
Idn                                      x               y               Type           
HUB_1                                    45.113955       10.177026       HUB            
HUB_2                                    45.429270       9.388738        HUB            
H_Bergamo_1_origin_55                    45.687747       9.675601        H_ORIGIN       
H_Bergamo_2_origin_17                    45.695518       9.659230        H_ORIGIN       
H_Bergamo_2_origin_22                    45.695518       9.659230        H_ORIGIN       
H_Bergamo_2_origin_6                     45.695518       9.659230        H_ORIGIN       
H_Bergamo_3_origin_5                     45.792479       9.659418        H_ORIGIN       
H_Bergamo_3_origin_63                    45.792479       9.659418        H_ORIGIN       
H_Bergamo_3_origin_65                    45.792479       9.659418        H_ORIGIN       
H_Bergamo_3_origin_69                    45.792479       9.659418        H_ORIGIN       
H_Bergamo_4_origin_31                    45.635359       9.872452        H_ORIGIN       
H_Bergamo_4_origin_44                    45.635359       9.872452        H_ORIGIN       
H_Bergamo_4_origin_47                    45.635359       9.872452        H_ORIGIN       
H_Cremona_1_origin_10                    45.145060       10.012796       H_ORIGIN       
H_Cremona_1_origin_3                     45.145060       10.012796       H_ORIGIN       
H_Cremona_1_origin_34                    45.145060       10.012796       H_ORIGIN       
H_Cremona_1_origin_46                    45.145060       10.012796       H_ORIGIN       
H_Cremona_1_origin_54                    45.145060       10.012796       H_ORIGIN       
H_Cremona_2_origin_24                    45.289308       9.855996        H_ORIGIN       
H_Milano_1_origin_15                     45.499807       9.167334        H_ORIGIN       
H_Milano_1_origin_16                     45.499807       9.167334        H_ORIGIN       
H_Milano_1_origin_26                     45.499807       9.167334        H_ORIGIN       
H_Milano_1_origin_30                     45.499807       9.167334        H_ORIGIN       
H_Milano_1_origin_64                     45.499807       9.167334        H_ORIGIN       
H_Milano_2_origin_12                     45.466862       9.172003        H_ORIGIN       
H_Milano_2_origin_25                     45.466862       9.172003        H_ORIGIN       
H_Milano_2_origin_40                     45.466862       9.172003        H_ORIGIN       
H_Milano_2_origin_57                     45.466862       9.172003        H_ORIGIN       
H_Milano_2_origin_60                     45.466862       9.172003        H_ORIGIN       
H_Milano_3_origin_37                     45.471898       9.145035        H_ORIGIN       
H_Milano_3_origin_51                     45.471898       9.145035        H_ORIGIN       
H_Parma_1_origin_49                      44.694109       10.104399       H_ORIGIN       
H_Parma_1_origin_52                      44.694109       10.104399       H_ORIGIN       
H_Parma_1_origin_68                      44.694109       10.104399       H_ORIGIN       
H_Parma_2_origin_11                      44.856799       10.071196       H_ORIGIN       
H_Parma_2_origin_23                      44.856799       10.071196       H_ORIGIN       
H_Parma_2_origin_27                      44.856799       10.071196       H_ORIGIN       
H_Parma_2_origin_39                      44.856799       10.071196       H_ORIGIN       
H_Parma_2_origin_42                      44.856799       10.071196       H_ORIGIN       
H_Parma_2_origin_61                      44.856799       10.071196       H_ORIGIN       
H_Parma_2_origin_70                      44.856799       10.071196       H_ORIGIN       
H_Parma_3_origin_14                      44.717104       10.229990       H_ORIGIN       
H_Parma_3_origin_2                       44.717104       10.229990       H_ORIGIN       
H_Parma_3_origin_38                      44.717104       10.229990       H_ORIGIN       
H_Parma_3_origin_7                       44.717104       10.229990       H_ORIGIN       
H_Pavia_10_origin_1                      45.183361       9.145183        H_ORIGIN       
H_Pavia_10_origin_43                     45.183361       9.145183        H_ORIGIN       
H_Pavia_10_origin_53                     45.183361       9.145183        H_ORIGIN       
H_Pavia_10_origin_59                     45.183361       9.145183        H_ORIGIN       
H_Pavia_10_origin_67                     45.183361       9.145183        H_ORIGIN       
H_Pavia_1_origin_13                      45.032079       9.285239        H_ORIGIN       
H_Pavia_1_origin_48                      45.032079       9.285239        H_ORIGIN       
H_Pavia_5_origin_20                      45.066405       9.324603        H_ORIGIN       
H_Pavia_5_origin_41                      45.066405       9.324603        H_ORIGIN       
H_Pavia_8_origin_32                      45.194742       9.140386        H_ORIGIN       
H_Pavia_8_origin_36                      45.194742       9.140386        H_ORIGIN       
H_Pavia_8_origin_4                       45.194742       9.140386        H_ORIGIN       
H_Pavia_8_origin_56                      45.194742       9.140386        H_ORIGIN       
H_Pavia_8_origin_8                       45.194742       9.140386        H_ORIGIN       
H_Pavia_9_origin_18                      45.190881       9.149624        H_ORIGIN       
H_Pavia_9_origin_21                      45.190881       9.149624        H_ORIGIN       
H_Pavia_9_origin_62                      45.190881       9.149624        H_ORIGIN       
H_Pavia_9_origin_9                       45.190881       9.149624        H_ORIGIN       
H_Piacenza_1_origin_19                   44.716745       9.791689        H_ORIGIN       
H_Piacenza_1_origin_28                   44.716745       9.791689        H_ORIGIN       
H_Piacenza_1_origin_33                   44.716745       9.791689        H_ORIGIN       
H_Piacenza_1_origin_35                   44.716745       9.791689        H_ORIGIN       
H_Piacenza_1_origin_45                   44.716745       9.791689        H_ORIGIN       
H_Piacenza_1_origin_58                   44.716745       9.791689        H_ORIGIN       
H_Piacenza_1_origin_66                   44.716745       9.791689        H_ORIGIN       
H_Piacenza_2_origin_29                   44.916617       9.789650        H_ORIGIN       
H_Piacenza_2_origin_50                   44.916617       9.789650        H_ORIGIN       
H_Bergamo_1_dest_2                       45.687747       9.675601        H_DESTINATION  
H_Bergamo_1_dest_23                      45.687747       9.675601        H_DESTINATION  
H_Bergamo_1_dest_61                      45.687747       9.675601        H_DESTINATION  
H_Bergamo_2_dest_12                      45.695518       9.659230        H_DESTINATION  
H_Bergamo_2_dest_21                      45.695518       9.659230        H_DESTINATION  
H_Bergamo_2_dest_60                      45.695518       9.659230        H_DESTINATION  
H_Bergamo_3_dest_11                      45.792479       9.659418        H_DESTINATION  
H_Bergamo_3_dest_27                      45.792479       9.659418        H_DESTINATION  
H_Bergamo_3_dest_30                      45.792479       9.659418        H_DESTINATION  
H_Bergamo_3_dest_34                      45.792479       9.659418        H_DESTINATION  
H_Bergamo_3_dest_58                      45.792479       9.659418        H_DESTINATION  
H_Bergamo_3_dest_7                       45.792479       9.659418        H_DESTINATION  
H_Bergamo_4_dest_24                      45.635359       9.872452        H_DESTINATION  
H_Bergamo_4_dest_29                      45.635359       9.872452        H_DESTINATION  
H_Cremona_1_dest_64                      45.145060       10.012796       H_DESTINATION  
H_Cremona_2_dest_26                      45.289308       9.855996        H_DESTINATION  
H_Cremona_2_dest_4                       45.289308       9.855996        H_DESTINATION  
H_Cremona_2_dest_49                      45.289308       9.855996        H_DESTINATION  
H_Cremona_2_dest_65                      45.289308       9.855996        H_DESTINATION  
H_Milano_1_dest_17                       45.499807       9.167334        H_DESTINATION  
H_Milano_1_dest_41                       45.499807       9.167334        H_DESTINATION  
H_Milano_1_dest_55                       45.499807       9.167334        H_DESTINATION  
H_Milano_2_dest_1                        45.466862       9.172003        H_DESTINATION  
H_Milano_2_dest_18                       45.466862       9.172003        H_DESTINATION  
H_Milano_2_dest_3                        45.466862       9.172003        H_DESTINATION  
H_Milano_2_dest_38                       45.466862       9.172003        H_DESTINATION  
H_Milano_2_dest_50                       45.466862       9.172003        H_DESTINATION  
H_Milano_2_dest_68                       45.466862       9.172003        H_DESTINATION  
H_Milano_3_dest_69                       45.471898       9.145035        H_DESTINATION  
H_Milano_3_dest_70                       45.471898       9.145035        H_DESTINATION  
H_Milano_3_dest_8                        45.471898       9.145035        H_DESTINATION  
H_Parma_1_dest_36                        44.694109       10.104399       H_DESTINATION  
H_Parma_1_dest_44                        44.694109       10.104399       H_DESTINATION  
H_Parma_1_dest_51                        44.694109       10.104399       H_DESTINATION  
H_Parma_2_dest_14                        44.856799       10.071196       H_DESTINATION  
H_Parma_2_dest_37                        44.856799       10.071196       H_DESTINATION  
H_Parma_2_dest_6                         44.856799       10.071196       H_DESTINATION  
H_Parma_3_dest_39                        44.717104       10.229990       H_DESTINATION  
H_Parma_3_dest_5                         44.717104       10.229990       H_DESTINATION  
H_Parma_3_dest_67                        44.717104       10.229990       H_DESTINATION  
H_Parma_3_dest_9                         44.717104       10.229990       H_DESTINATION  
H_Pavia_10_dest_22                       45.183361       9.145183        H_DESTINATION  
H_Pavia_10_dest_32                       45.183361       9.145183        H_DESTINATION  
H_Pavia_10_dest_54                       45.183361       9.145183        H_DESTINATION  
H_Pavia_1_dest_16                        45.032079       9.285239        H_DESTINATION  
H_Pavia_1_dest_20                        45.032079       9.285239        H_DESTINATION  
H_Pavia_1_dest_43                        45.032079       9.285239        H_DESTINATION  
H_Pavia_5_dest_10                        45.066405       9.324603        H_DESTINATION  
