NODES: 140
ARCS: 2296

NODE
Idn                                      x               y               Type           
HUB_1                                    45.113955       10.177026       HUB            
HUB_3                                    44.798639       9.388738        HUB            
H_Bergamo_1_origin_1                     45.687747       9.675601        H_ORIGIN       
H_Bergamo_1_origin_3                     45.687747       9.675601        H_ORIGIN       
H_Bergamo_1_origin_58                    45.687747       9.675601        H_ORIGIN       
H_Bergamo_2_origin_40                    45.695518       9.659230        H_ORIGIN       
H_Bergamo_3_origin_24                    45.792479       9.659418        H_ORIGIN       
H_Bergamo_3_origin_29                    45.792479       9.659418        H_ORIGIN       
H_Bergamo_3_origin_30                    45.792479       9.659418        H_ORIGIN       
H_Bergamo_3_origin_60                    45.792479       9.659418        H_ORIGIN       
H_Bergamo_4_origin_2                     45.635359       9.872452        H_ORIGIN       
H_Bergamo_4_origin_21                    45.635359       9.872452        H_ORIGIN       
H_Bergamo_4_origin_43                    45.635359       9.872452        H_ORIGIN       
H_Bergamo_4_origin_46                    45.635359       9.872452        H_ORIGIN       
H_Bergamo_4_origin_52                    45.635359       9.872452        H_ORIGIN       
H_Bergamo_4_origin_8                     45.635359       9.872452        H_ORIGIN       
H_Cremona_1_origin_22                    45.145060       10.012796       H_ORIGIN       
H_Cremona_1_origin_34                    45.145060       10.012796       H_ORIGIN       
H_Cremona_1_origin_44                    45.145060       10.012796       H_ORIGIN       
H_Cremona_1_origin_55                    45.145060       10.012796       H_ORIGIN       
H_Cremona_1_origin_9                     45.145060       10.012796       H_ORIGIN       
H_Cremona_2_origin_12                    45.289308       9.855996        H_ORIGIN       
H_Cremona_2_origin_13                    45.289308       9.855996        H_ORIGIN       
H_Cremona_2_origin_28                    45.289308       9.855996        H_ORIGIN       
H_Cremona_2_origin_31                    45.289308       9.855996        H_ORIGIN       
H_Cremona_2_origin_53                    45.289308       9.855996        H_ORIGIN       
H_Milano_1_origin_14                     45.499807       9.167334        H_ORIGIN       
H_Milano_1_origin_41                     45.499807       9.167334        H_ORIGIN       
