NODES: 140
ARCS: 2444

NODE
Idn                                      x               y               Type           
HUB_1                                    45.113955       10.177026       HUB            
HUB_2                                    45.429270       9.388738        HUB            
H_Bergamo_1_origin_17                    45.687747       9.675601        H_ORIGIN       
H_Bergamo_1_origin_24                    45.687747       9.675601        H_ORIGIN       
H_Bergamo_1_origin_3                     45.687747       9.675601        H_ORIGIN       
H_Bergamo_1_origin_46                    45.687747       9.675601        H_ORIGIN       
H_Bergamo_2_origin_44                    45.695518       9.659230        H_ORIGIN       
H_Bergamo_2_origin_55                    45.695518       9.659230        H_ORIGIN       
H_Bergamo_2_origin_58                    45.695518       9.659230        H_ORIGIN       
H_Bergamo_3_origin_13                    45.792479       9.659418        H_ORIGIN       
H_Bergamo_3_origin_23                    45.792479       9.659418        H_ORIGIN       
H_Bergamo_3_origin_32                    45.792479       9.659418        H_ORIGIN       
H_Bergamo_3_origin_33                    45.792479       9.659418        H_ORIGIN       
H_Bergamo_3_origin_49                    45.792479       9.659418        H_ORIGIN       
H_Bergamo_3_origin_8                     45.792479       9.659418        H_ORIGIN       
H_Bergamo_4_origin_10                    45.635359       9.872452        H_ORIGIN       
H_Cremona_1_origin_26                    45.145060       10.012796       H_ORIGIN       
H_Cremona_1_origin_48                    45.145060       10.012796       H_ORIGIN       
H_Cremona_2_origin_5                     45.289308       9.855996        H_ORIGIN       
H_Milano_1_origin_21                     45.499807       9.167334        H_ORIGIN       
H_Milano_1_origin_25                     45.499807       9.167334        H_ORIGIN       
H_Milano_1_origin_27                     45.499807       9.167334        H_ORIGIN       
H_Milano_1_origin_4                      45.499807       9.167334        H_ORIGIN       
H_Milano_1_origin_50                     45.499807       9.167334        H_ORIGIN       
H_Milano_1_origin_57                     45.499807       9.167334        H_ORIGIN       
H_Milano_2_origin_29                     45.466862       9.172003        H_ORIGIN       
H_Milano_2_origin_36                     45.466862       9.172003        H_ORIGIN       
H_Milano_2_origin_51                     45.466862       9.172003        H_ORIGIN       
H_Milano_2_origin_7                      45.466862       9.172003        H_ORIGIN       
H_Milano_3_origin_14                     45.471898       9.145035        H_ORIGIN       
H_Milano_3_origin_16                     45.471898       9.145035        H_ORIGIN       
H_Milano_3_origin_43                     45.471898       9.145035        H_ORIGIN       
H_Milano_3_origin_47                     45.471898       9.145035        H_ORIGIN       
H_Milano_3_origin_59                     45.471898       9.145035        H_ORIGIN       
H_Parma_1_origin_31                      44.694109       10.104399       H_ORIGIN       
H_Parma_1_origin_45                      44.694109       10.104399       H_ORIGIN       
H_Parma_1_origin_52                      44.694109       10.104399       H_ORIGIN       
H_Parma_2_origin_15                      44.856799       10.071196       H_ORIGIN       
H_Parma_2_origin_18                      44.856799       10.071196       H_ORIGIN       
H_Parma_2_origin_39                      44.856799       10.071196       H_ORIGIN       
H_Parma_2_origin_40                      44.856799       10.071196       H_ORIGIN       
H_Pavia_10_origin_6                      45.183361       9.145183        H_ORIGIN       
H_Pavia_1_origin_12                      45.032079       9.285239        H_ORIGIN       
H_Pavia_1_origin_2                       45.032079       9.285239        H_ORIGIN       
H_Pavia_1_origin_42                      45.032079       9.285239        H_ORIGIN       
H_Pavia_5_origin_1                       45.066405       9.324603        H_ORIGIN       
H_Pavia_5_origin_22                      45.066405       9.324603        H_ORIGIN       
H_Pavia_5_origin_34                      45.066405       9.324603        H_ORIGIN       
H_Pavia_5_origin_37                      45.066405       9.324603        H_ORIGIN       
H_Pavia_5_origin_38                      45.066405       9.324603        H_ORIGIN       
H_Pavia_8_origin_28                      45.194742       9.140386        H_ORIGIN       
H_Pavia_8_origin_41                      45.194742       9.140386        H_ORIGIN       
H_Pavia_8_origin_56                      45.194742       9.140386        H_ORIGIN       
H_Pavia_9_origin_30                      45.190881       9.149624        H_ORIGIN       
H_Pavia_9_origin_35                      45.190881       9.149624        H_ORIGIN       
H_Pavia_9_origin_53                      45.190881       9.149624        H_ORIGIN       
H_Piacenza_1_origin_19                   44.716745       9.791689        H_ORIGIN       
H_Piacenza_2_origin_11                   44.916617       9.789650        H_ORIGIN       
H_Piacenza_2_origin_20                   44.916617       9.789650        H_ORIGIN       
H_Piacenza_2_origin_54                   44.916617       9.789650        H_ORIGIN       
H_Piacenza_2_origin_60                   44.916617       9.789650        H_ORIGIN       
H_Piacenza_2_origin_9                    44.916617       9.789650        H_ORIGIN       
H_Bergamo_1_dest_25                      45.687747       9.675601        H_DESTINATION  
H_Bergamo_1_dest_49                      45.687747       9.675601        H_DESTINATION  
H_Bergamo_1_dest_5                       45.687747       9.675601        H_DESTINATION  
H_Bergamo_1_dest_57                      45.687747       9.675601        H_DESTINATION  
H_Bergamo_2_dest_28                      45.695518       9.659230        H_DESTINATION  
H_Bergamo_3_dest_48                      45.792479       9.659418        H_DESTINATION  
H_Bergamo_3_dest_59                      45.792479       9.659418        H_DESTINATION  
H_Bergamo_3_dest_6                       45.792479       9.659418        H_DESTINATION  
H_Bergamo_4_dest_22                      45.635359       9.872452        H_DESTINATION  
H_Bergamo_4_dest_23                      45.635359       9.872452        H_DESTINATION  
H_Bergamo_4_dest_29                      45.635359       9.872452        H_DESTINATION  
H_Bergamo_4_dest_34                      45.635359       9.872452        H_DESTINATION  
H_Bergamo_4_dest_51                      45.635359       9.872452        H_DESTINATION  
H_Bergamo_4_dest_7                       45.635359       9.872452        H_DESTINATION  
H_Cremona_1_dest_33                      45.145060       10.012796       H_DESTINATION  
H_Cremona_1_dest_4                       45.145060       10.012796       H_DESTINATION  
H_Cremona_1_dest_8                       45.145060       10.012796       H_DESTINATION  
H_Cremona_2_dest_20                      45.289308       9.855996        H_DESTINATION  
H_Cremona_2_dest_21                      45.289308       9.855996        H_DESTINATION  
H_Cremona_2_dest_40                      45.289308       9.855996        H_DESTINATION  
H_Cremona_2_dest_56                      45.289308       9.855996        H_DESTINATION  
H_Milano_1_dest_11                       45.499807       9.167334        H_DESTINATION  
H_Milano_1_dest_3                        45.499807       9.167334        H_DESTINATION  
H_Milano_1_dest_31                       45.499807       9.167334        H_DESTINATION  
H_Milano_2_dest_26                       45.466862       9.172003        H_DESTINATION  
H_Milano_2_dest_38                       45.466862       9.172003        H_DESTINATION  
H_Milano_3_dest_44                       45.471898       9.145035        H_DESTINATION  
H_Milano_3_dest_52                       45.471898       9.145035        H_DESTINATION  
H_Milano_3_dest_54                       45.471898       9.145035        H_DESTINATION  
H_Parma_1_dest_15                        44.694109       10.104399       H_DESTINATION  
H_Parma_2_dest_14                        44.856799       10.071196       H_DESTINATION  
H_Parma_2_dest_19                        44.856799       10.071196       H_DESTINATION  
H_Parma_3_dest_17                        44.717104       10.229990       H_DESTINATION  
H_Parma_3_dest_42                        44.717104       10.229990       H_DESTINATION  
H_Pavia_10_dest_12                       45.183361       9.145183        H_DESTINATION  
H_Pavia_10_dest_13                       45.183361       9.145183        H_DESTINATION  
H_Pavia_10_dest_24                       45.183361       9.145183        H_DESTINATION  
H_Pavia_10_dest_45                       45.183361       9.145183        H_DESTINATION  
H_Pavia_10_dest_47                       45.183361       9.145183        H_DESTINATION  
H_Pavia_1_dest_16                        45.032079       9.285239        H_DESTINATION  
H_Pavia_1_dest_18                        45.032079       9.285239        H_DESTINATION  
H_Pavia_1_dest_30                        45.032079       9.285239        H_DESTINATION  
H_Pavia_1_dest_36                        45.032079       9.285239        H_DESTINATION  
H_Pavia_1_dest_55                        45.032079       9.285239        H_DESTINATION  
H_Pavia_1_dest_60                        45.032079       9.285239        H_DESTINATION  
H_Pavia_5_dest_35                        45.066405       9.324603        H_DESTINATION  
H_Pavia_5_dest_50                        45.066405       9.324603        H_DESTINATION  
H_Pavia_8_dest_39                        45.194742       9.140386        H_DESTINATION  
H_Pavia_8_dest_53                        45.194742       9.140386        H_DESTINATION  
H_Pavia_9_dest_37                        45.190881       9.149624        H_DESTINATION  
H_Pavia_9_dest_41                        45.190881       9.149624        H_DESTINATION  
H_Piacenza_1_dest_10                     44.716745       9.791689        H_DESTINATION  
H_Piacenza_1_dest_2                      44.716745       9.791689        H_DESTINATION  
H_Piacenza_1_dest_27                     44.716745       9.791689        H_DESTINATION  
H_Piacenza_1_dest_32                     44.716745       9.791689        H_DESTINATION  
H_Piacenza_1_dest_43                     44.716745       9.791689        H_DESTINATION  
H_Piacenza_1_dest_9                      44.716745       9.791689        H_DESTINATION  
