commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_17_origin_1,H_10_dest_1,0.3,10.0,3,60,lab_sample,21,2
2,H_17_origin_2,H_20_dest_2,0.5,8.0,1,40,fluids,2,2
3,H_13_origin_3,H_11_dest_3,0.5,8.0,3,40,fluids,11,1
4,H_3_origin_4,H_11_dest_4,0.3,10.0,1,60,lab_sample,3,1
5,H_6_origin_5,H_7_dest_5,0.4,10.0,2,50,medication,11,2
6,H_3_origin_6,H_18_dest_6,0.5,8.0,1,40,fluids,3,1
7,H_7_origin_7,H_11_dest_7,0.3,10.0,2,60,lab_sample,17,2
8,H_13_origin_8,H_17_dest_8,0.5,8.0,2,40,fluids,7,1
9,H_12_origin_9,H_10_dest_9,0.5,8.0,2,40,fluids,7,1
10,H_10_origin_10,H_3_dest_10,0.3,10.0,3,60,lab_sample,24,1
11,H_19_origin_11,H_6_dest_11,0.4,10.0,2,50,medication,9,1
12,H_1_origin_12,H_18_dest_12,0.5,8.0,3,40,fluids,10,2
13,H_4_origin_13,H_19_dest_13,0.3,10.0,3,60,lab_sample,28,2
14,H_2_origin_14,H_20_dest_14,0.4,10.0,3,50,medication,15,1
15,H_2_origin_15,H_18_dest_15,0.4,10.0,2,50,medication,12,1
16,H_11_origin_16,H_15_dest_16,0.3,10.0,1,60,lab_sample,10,1
17,H_14_origin_17,H_5_dest_17,0.3,10.0,3,60,lab_sample,30,2
18,H_17_origin_18,H_8_dest_18,0.5,8.0,2,40,fluids,7,2
19,H_22_origin_19,H_9_dest_19,0.3,10.0,3,60,lab_sample,29,2
20,H_18_origin_20,H_22_dest_20,0.3,10.0,2,60,lab_sample,20,1
21,H_10_origin_21,H_19_dest_21,0.3,10.0,2,60,lab_sample,14,1
22,H_5_origin_22,H_11_dest_22,0.5,8.0,1,40,fluids,2,2
23,H_2_origin_23,H_22_dest_23,0.4,10.0,3,50,medication,14,1
24,H_13_origin_24,H_4_dest_24,0.5,8.0,3,40,fluids,10,1
25,H_9_origin_25,H_6_dest_25,0.3,10.0,1,60,lab_sample,5,1
26,H_5_origin_26,H_18_dest_26,0.4,10.0,2,50,medication,10,2
27,H_22_origin_27,H_15_dest_27,0.25,4.0,2,80,blood,8,2
28,H_22_origin_28,H_2_dest_28,0.25,4.0,1,80,blood,2,2
29,H_10_origin_29,H_13_dest_29,0.4,10.0,1,50,medication,5,1
30,H_3_origin_30,H_17_dest_30,0.3,10.0,1,60,lab_sample,10,1
