commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_14_origin_1,H_13_dest_1,0.3,10.0,1,60,lab_sample,7,1
2,H_18_origin_2,H_8_dest_2,0.5,8.0,3,40,fluids,11,1
3,H_14_origin_3,H_11_dest_3,0.25,4.0,3,80,blood,11,1
4,H_1_origin_4,H_12_dest_4,0.4,10.0,3,50,medication,14,2
5,H_1_origin_5,H_12_dest_5,0.4,10.0,3,50,medication,15,2
6,H_20_origin_6,H_11_dest_6,0.4,10.0,1,50,medication,5,1
7,H_14_origin_7,H_12_dest_7,0.0,1.5,1,100,organ,1,1
8,H_13_origin_8,H_20_dest_8,0.4,10.0,3,50,medication,16,1
9,H_12_origin_9,H_7_dest_9,0.3,10.0,1,60,lab_sample,2,2
10,H_12_origin_10,H_8_dest_10,0.5,8.0,1,40,fluids,4,2
