commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_3_origin_1,H_18_dest_1,0.5,8.0,2,40,fluids,8,1
2,H_15_origin_2,H_1_dest_2,0.3,10.0,2,60,lab_sample,13,1
3,H_11_origin_3,H_8_dest_3,0.3,10.0,2,60,lab_sample,19,1
4,H_3_origin_4,H_10_dest_4,0.5,8.0,3,40,fluids,11,1
5,H_8_origin_5,H_3_dest_5,0.5,8.0,1,40,fluids,4,2
6,H_4_origin_6,H_1_dest_6,0.4,10.0,2,50,medication,7,1
7,H_18_origin_7,H_9_dest_7,0.4,10.0,3,50,medication,15,1
8,H_4_origin_8,H_19_dest_8,0.3,10.0,3,60,lab_sample,28,1
9,H_1_origin_9,H_18_dest_9,0.5,8.0,3,40,fluids,12,1
10,H_5_origin_10,H_19_dest_10,0.3,10.0,1,60,lab_sample,6,1
