commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_16_origin_1,H_13_dest_1,0.3,10.0,2,60,lab_sample,13,1
2,H_10_origin_2,H_12_dest_2,0.4,10.0,1,50,medication,4,1
3,H_16_origin_3,H_2_dest_3,0.3,10.0,3,60,lab_sample,24,1
4,H_6_origin_4,H_9_dest_4,0.3,10.0,3,60,lab_sample,24,2
5,H_14_origin_5,H_8_dest_5,0.5,8.0,1,40,fluids,3,2
6,H_20_origin_6,H_4_dest_6,0.4,10.0,2,50,medication,9,2
7,H_22_origin_7,H_16_dest_7,0.4,10.0,2,50,medication,7,2
8,H_16_origin_8,H_7_dest_8,0.5,8.0,2,40,fluids,7,1
9,H_2_origin_9,H_12_dest_9,0.4,10.0,1,50,medication,2,2
10,H_16_origin_10,H_10_dest_10,0.4,10.0,3,50,medication,18,1
11,H_7_origin_11,H_4_dest_11,0.5,8.0,1,40,fluids,3,1
12,H_10_origin_12,H_7_dest_12,0.4,10.0,1,50,medication,3,1
13,H_17_origin_13,H_2_dest_13,0.4,10.0,2,50,medication,13,2
14,H_5_origin_14,H_1_dest_14,0.3,10.0,3,60,lab_sample,23,2
15,H_22_origin_15,H_14_dest_15,0.3,10.0,3,60,lab_sample,29,2
16,H_10_origin_16,H_20_dest_16,0.5,8.0,2,40,fluids,8,1
17,H_19_origin_17,H_16_dest_17,0.5,8.0,2,40,fluids,8,2
18,H_13_origin_18,H_19_dest_18,0.4,10.0,3,50,medication,14,1
19,H_15_origin_19,H_12_dest_19,0.4,10.0,3,50,medication,18,2
20,H_5_origin_20,H_15_dest_20,0.5,8.0,2,40,fluids,6,2
21,H_14_origin_21,H_16_dest_21,0.3,10.0,3,60,lab_sample,21,2
22,H_20_origin_22,H_14_dest_22,0.4,10.0,1,50,medication,6,2
23,H_11_origin_23,H_19_dest_23,0.0,1.5,1,100,organ,1,1
24,H_7_origin_24,H_12_dest_24,0.3,10.0,2,60,lab_sample,20,1
25,H_15_origin_25,H_10_dest_25,0.5,8.0,2,40,fluids,5,2
26,H_8_origin_26,H_1_dest_26,0.4,10.0,3,50,medication,17,1
27,H_10_origin_27,H_9_dest_27,0.5,8.0,2,40,fluids,5,1
28,H_19_origin_28,H_16_dest_28,0.5,8.0,2,40,fluids,6,2
29,H_18_origin_29,H_16_dest_29,0.4,10.0,1,50,medication,4,2
30,H_6_origin_30,H_16_dest_30,0.4,10.0,1,50,medication,6,2
31,H_13_origin_31,H_16_dest_31,0.0,1.5,1,100,organ,1,1
32,H_22_origin_32,H_9_dest_32,0.25,4.0,2,80,blood,7,2
33,H_8_origin_33,H_18_dest_33,0.4,10.0,2,50,medication,12,1
34,H_11_origin_34,H_6_dest_34,0.4,10.0,2,50,medication,9,1
35,H_1_origin_35,H_14_dest_35,0.4,10.0,1,50,medication,1,2
36,H_11_origin_36,H_12_dest_36,0.5,8.0,3,40,fluids,9,1
37,H_13_origin_37,H_14_dest_37,0.5,8.0,2,40,fluids,6,1
38,H_22_origin_38,H_14_dest_38,0.25,4.0,2,80,blood,8,2
39,H_5_origin_39,H_19_dest_39,0.4,10.0,2,50,medication,10,2
40,H_8_origin_40,H_4_dest_40,0.4,10.0,1,50,medication,4,1
