commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_11_origin_1,H_3_dest_1,0.25,4.0,3,80,blood,9,1
2,H_6_origin_2,H_4_dest_2,0.5,8.0,2,40,fluids,7,1
3,H_22_origin_3,H_2_dest_3,0.4,10.0,3,50,medication,18,1
4,H_10_origin_4,H_1_dest_4,0.5,8.0,1,40,fluids,4,1
5,H_3_origin_5,H_4_dest_5,0.5,8.0,2,40,fluids,6,2
6,H_13_origin_6,H_9_dest_6,0.4,10.0,2,50,medication,13,2
7,H_5_origin_7,H_8_dest_7,0.5,8.0,3,40,fluids,9,1
8,H_6_origin_8,H_2_dest_8,0.25,4.0,3,80,blood,9,1
9,H_22_origin_9,H_15_dest_9,0.3,10.0,2,60,lab_sample,13,1
10,H_18_origin_10,H_9_dest_10,0.0,1.5,1,100,organ,1,1
11,H_22_origin_11,H_5_dest_11,0.4,10.0,3,50,medication,14,1
12,H_7_origin_12,H_15_dest_12,0.5,8.0,1,40,fluids,4,1
13,H_7_origin_13,H_15_dest_13,0.4,10.0,3,50,medication,14,1
14,H_6_origin_14,H_1_dest_14,0.5,8.0,2,40,fluids,8,1
15,H_11_origin_15,H_10_dest_15,0.0,1.5,1,100,organ,1,1
16,H_14_origin_16,H_20_dest_16,0.4,10.0,1,50,medication,3,1
17,H_13_origin_17,H_14_dest_17,0.5,8.0,3,40,fluids,11,2
18,H_1_origin_18,H_14_dest_18,0.5,8.0,2,40,fluids,8,2
19,H_16_origin_19,H_12_dest_19,0.3,10.0,2,60,lab_sample,18,1
20,H_8_origin_20,H_22_dest_20,0.3,10.0,2,60,lab_sample,15,2
21,H_20_origin_21,H_17_dest_21,0.4,10.0,2,50,medication,9,2
22,H_15_origin_22,H_10_dest_22,0.4,10.0,2,50,medication,13,2
23,H_17_origin_23,H_13_dest_23,0.4,10.0,1,50,medication,5,2
24,H_6_origin_24,H_14_dest_24,0.4,10.0,2,50,medication,10,1
25,H_4_origin_25,H_7_dest_25,0.4,10.0,2,50,medication,8,2
26,H_22_origin_26,H_9_dest_26,0.5,8.0,2,40,fluids,7,1
27,H_6_origin_27,H_10_dest_27,0.5,8.0,3,40,fluids,9,1
28,H_3_origin_28,H_4_dest_28,0.3,10.0,1,60,lab_sample,4,2
29,H_3_origin_29,H_19_dest_29,0.3,10.0,3,60,lab_sample,25,2
30,H_11_origin_30,H_13_dest_30,0.5,8.0,1,40,fluids,1,1
31,H_5_origin_31,H_13_dest_31,0.3,10.0,2,60,lab_sample,16,1
32,H_4_origin_32,H_19_dest_32,0.4,10.0,3,50,medication,16,2
33,H_13_origin_33,H_20_dest_33,0.3,10.0,3,60,lab_sample,27,2
34,H_17_origin_34,H_8_dest_34,0.3,10.0,3,60,lab_sample,28,2
35,H_7_origin_35,H_6_dest_35,0.4,10.0,3,50,medication,16,1
36,H_19_origin_36,H_7_dest_36,0.0,1.5,1,100,organ,1,1
37,H_12_origin_37,H_7_dest_37,0.4,10.0,1,50,medication,6,2
38,H_4_origin_38,H_16_dest_38,0.4,10.0,3,50,medication,16,2
39,H_3_origin_39,H_2_dest_39,0.3,10.0,2,60,lab_sample,16,2
40,H_11_origin_40,H_18_dest_40,0.3,10.0,3,60,lab_sample,24,1
41,H_2_origin_41,H_19_dest_41,0.4,10.0,1,50,medication,4,1
42,H_20_origin_42,H_6_dest_42,0.5,8.0,1,40,fluids,2,2
43,H_22_origin_43,H_13_dest_43,0.4,10.0,2,50,medication,12,1
44,H_4_origin_44,H_8_dest_44,0.5,8.0,2,40,fluids,8,2
45,H_14_origin_45,H_1_dest_45,0.5,8.0,3,40,fluids,10,1
46,H_1_origin_46,H_22_dest_46,0.5,8.0,3,40,fluids,11,2
47,H_20_origin_47,H_4_dest_47,0.4,10.0,3,50,medication,16,2
48,H_7_origin_48,H_20_dest_48,0.3,10.0,3,60,lab_sample,26,1
49,H_5_origin_49,H_10_dest_49,0.5,8.0,2,40,fluids,7,1
50,H_1_origin_50,H_19_dest_50,0.3,10.0,3,60,lab_sample,23,2
