commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_6_origin_1,H_1_dest_1,0.3,10.0,2,60,lab_sample,20,2
2,H_4_origin_2,H_5_dest_2,0.5,8.0,2,40,fluids,7,1
3,H_15_origin_3,H_19_dest_3,0.3,10.0,1,60,lab_sample,5,2
4,H_8_origin_4,H_14_dest_4,0.5,8.0,1,40,fluids,2,1
5,H_20_origin_5,H_1_dest_5,0.4,10.0,2,50,medication,8,1
6,H_11_origin_6,H_9_dest_6,0.5,8.0,3,40,fluids,9,1
7,H_13_origin_7,H_15_dest_7,0.5,8.0,1,40,fluids,3,2
8,H_1_origin_8,H_18_dest_8,0.5,8.0,2,40,fluids,6,2
9,H_1_origin_9,H_4_dest_9,0.4,10.0,2,50,medication,10,2
10,H_1_origin_10,H_10_dest_10,0.4,10.0,2,50,medication,12,2
11,H_16_origin_11,H_11_dest_11,0.3,10.0,1,60,lab_sample,7,2
12,H_14_origin_12,H_7_dest_12,0.4,10.0,3,50,medication,15,1
13,H_14_origin_13,H_11_dest_13,0.3,10.0,1,60,lab_sample,10,1
14,H_13_origin_14,H_7_dest_14,0.3,10.0,1,60,lab_sample,3,2
15,H_5_origin_15,H_22_dest_15,0.3,10.0,2,60,lab_sample,15,2
16,H_22_origin_16,H_20_dest_16,0.4,10.0,1,50,medication,5,1
17,H_20_origin_17,H_19_dest_17,0.25,4.0,3,80,blood,11,1
18,H_18_origin_18,H_6_dest_18,0.4,10.0,1,50,medication,4,1
19,H_17_origin_19,H_10_dest_19,0.5,8.0,1,40,fluids,2,2
20,H_16_origin_20,H_14_dest_20,0.5,8.0,2,40,fluids,6,2
