commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_3_origin_1,H_19_dest_1,0.5,8.0,1,40,fluids,2,1
2,H_1_origin_2,H_6_dest_2,0.3,10.0,1,60,lab_sample,1,2
3,H_14_origin_3,H_1_dest_3,0.3,10.0,3,60,lab_sample,23,2
4,H_7_origin_4,H_6_dest_4,0.3,10.0,3,60,lab_sample,23,2
5,H_6_origin_5,H_14_dest_5,0.4,10.0,1,50,medication,6,1
6,H_17_origin_6,H_13_dest_6,0.0,1.5,1,100,organ,1,2
7,H_20_origin_7,H_10_dest_7,0.4,10.0,2,50,medication,13,2
8,H_13_origin_8,H_10_dest_8,0.5,8.0,1,40,fluids,3,2
9,H_16_origin_9,H_8_dest_9,0.3,10.0,3,60,lab_sample,29,1
10,H_22_origin_10,H_2_dest_10,0.4,10.0,2,50,medication,12,1
11,H_17_origin_11,H_10_dest_11,0.3,10.0,2,60,lab_sample,17,2
12,H_10_origin_12,H_16_dest_12,0.0,1.5,1,100,organ,1,1
13,H_13_origin_13,H_12_dest_13,0.25,4.0,2,80,blood,6,2
14,H_20_origin_14,H_11_dest_14,0.5,8.0,3,40,fluids,10,2
15,H_8_origin_15,H_1_dest_15,0.4,10.0,1,50,medication,5,1
16,H_16_origin_16,H_4_dest_16,0.3,10.0,2,60,lab_sample,18,1
17,H_10_origin_17,H_20_dest_17,0.3,10.0,1,60,lab_sample,1,1
18,H_9_origin_18,H_11_dest_18,0.5,8.0,3,40,fluids,11,1
19,H_1_origin_19,H_12_dest_19,0.4,10.0,3,50,medication,16,2
20,H_17_origin_20,H_20_dest_20,0.25,4.0,2,80,blood,5,2
21,H_9_origin_21,H_4_dest_21,0.5,8.0,2,40,fluids,5,1
22,H_4_origin_22,H_13_dest_22,0.3,10.0,2,60,lab_sample,15,1
23,H_9_origin_23,H_15_dest_23,0.5,8.0,1,40,fluids,3,1
24,H_14_origin_24,H_11_dest_24,0.5,8.0,1,40,fluids,4,2
25,H_11_origin_25,H_6_dest_25,0.3,10.0,1,60,lab_sample,10,2
26,H_14_origin_26,H_17_dest_26,0.5,8.0,1,40,fluids,3,2
27,H_12_origin_27,H_13_dest_27,0.5,8.0,1,40,fluids,2,1
28,H_9_origin_28,H_6_dest_28,0.3,10.0,2,60,lab_sample,13,1
29,H_12_origin_29,H_3_dest_29,0.3,10.0,1,60,lab_sample,2,1
30,H_17_origin_30,H_9_dest_30,0.5,8.0,2,40,fluids,5,2
