commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_1_origin_1,H_2_dest_1,0.3,10.0,3,60,lab_sample,30,2
2,H_20_origin_2,H_8_dest_2,0.4,10.0,3,50,medication,15,1
3,H_11_origin_3,H_14_dest_3,0.5,8.0,1,40,fluids,4,2
4,H_13_origin_4,H_18_dest_4,0.4,10.0,2,50,medication,8,1
5,H_5_origin_5,H_18_dest_5,0.4,10.0,1,50,medication,3,2
6,H_7_origin_6,H_16_dest_6,0.4,10.0,3,50,medication,17,1
7,H_8_origin_7,H_16_dest_7,0.5,8.0,2,40,fluids,5,1
8,H_1_origin_8,H_20_dest_8,0.4,10.0,1,50,medication,1,2
9,H_8_origin_9,H_12_dest_9,0.3,10.0,1,60,lab_sample,10,1
10,H_9_origin_10,H_7_dest_10,0.25,4.0,2,80,blood,7,1
