commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_5_origin_1,H_22_dest_1,0.3,10.0,1,60,lab_sample,7,2
2,H_3_origin_2,H_20_dest_2,0.5,8.0,2,40,fluids,8,2
3,H_20_origin_3,H_4_dest_3,0.5,8.0,1,40,fluids,1,1
4,H_15_origin_4,H_20_dest_4,0.0,1.5,1,100,organ,1,1
5,H_2_origin_5,H_14_dest_5,0.5,8.0,1,40,fluids,4,1
6,H_16_origin_6,H_15_dest_6,0.4,10.0,2,50,medication,10,2
7,H_16_origin_7,H_18_dest_7,0.5,8.0,1,40,fluids,1,2
8,H_14_origin_8,H_2_dest_8,0.3,10.0,1,60,lab_sample,5,1
9,H_3_origin_9,H_22_dest_9,0.25,4.0,1,80,blood,3,2
10,H_4_origin_10,H_12_dest_10,0.3,10.0,2,60,lab_sample,18,1
11,H_4_origin_11,H_20_dest_11,0.25,4.0,1,80,blood,1,1
12,H_1_origin_12,H_8_dest_12,0.4,10.0,2,50,medication,11,2
13,H_10_origin_13,H_4_dest_13,0.4,10.0,2,50,medication,13,2
14,H_7_origin_14,H_6_dest_14,0.3,10.0,1,60,lab_sample,5,1
15,H_20_origin_15,H_6_dest_15,0.4,10.0,1,50,medication,6,1
16,H_9_origin_16,H_10_dest_16,0.4,10.0,3,50,medication,16,2
17,H_19_origin_17,H_5_dest_17,0.4,10.0,2,50,medication,10,1
18,H_8_origin_18,H_5_dest_18,0.5,8.0,1,40,fluids,1,1
19,H_19_origin_19,H_1_dest_19,0.0,1.5,1,100,organ,1,1
20,H_11_origin_20,H_19_dest_20,0.4,10.0,2,50,medication,10,2
21,H_15_origin_21,H_7_dest_21,0.4,10.0,2,50,medication,9,1
22,H_18_origin_22,H_20_dest_22,0.5,8.0,1,40,fluids,2,1
23,H_19_origin_23,H_10_dest_23,0.5,8.0,2,40,fluids,5,1
24,H_22_origin_24,H_11_dest_24,0.5,8.0,1,40,fluids,3,1
25,H_2_origin_25,H_4_dest_25,0.4,10.0,1,50,medication,1,1
26,H_9_origin_26,H_20_dest_26,0.3,10.0,1,60,lab_sample,3,2
27,H_1_origin_27,H_8_dest_27,0.0,1.5,1,100,organ,1,2
28,H_7_origin_28,H_6_dest_28,0.3,10.0,2,60,lab_sample,12,1
29,H_19_origin_29,H_6_dest_29,0.4,10.0,2,50,medication,13,1
30,H_15_origin_30,H_1_dest_30,0.4,10.0,3,50,medication,17,1
31,H_6_origin_31,H_18_dest_31,0.3,10.0,1,60,lab_sample,3,1
32,H_8_origin_32,H_17_dest_32,0.5,8.0,3,40,fluids,12,1
33,H_7_origin_33,H_22_dest_33,0.5,8.0,2,40,fluids,8,1
34,H_2_origin_34,H_16_dest_34,0.4,10.0,2,50,medication,8,1
35,H_16_origin_35,H_4_dest_35,0.4,10.0,1,50,medication,4,2
36,H_4_origin_36,H_2_dest_36,0.4,10.0,2,50,medication,9,1
37,H_8_origin_37,H_12_dest_37,0.5,8.0,3,40,fluids,12,1
38,H_3_origin_38,H_13_dest_38,0.3,10.0,2,60,lab_sample,17,2
39,H_3_origin_39,H_13_dest_39,0.4,10.0,1,50,medication,2,2
40,H_19_origin_40,H_18_dest_40,0.3,10.0,2,60,lab_sample,15,1
41,H_19_origin_41,H_11_dest_41,0.4,10.0,2,50,medication,8,1
42,H_12_origin_42,H_2_dest_42,0.5,8.0,2,40,fluids,8,2
43,H_16_origin_43,H_7_dest_43,0.5,8.0,2,40,fluids,7,2
44,H_8_origin_44,H_11_dest_44,0.0,1.5,1,100,organ,1,1
45,H_11_origin_45,H_8_dest_45,0.5,8.0,1,40,fluids,1,2
46,H_7_origin_46,H_9_dest_46,0.3,10.0,2,60,lab_sample,17,1
47,H_2_origin_47,H_22_dest_47,0.5,8.0,1,40,fluids,2,1
48,H_9_origin_48,H_6_dest_48,0.5,8.0,2,40,fluids,8,2
49,H_17_origin_49,H_12_dest_49,0.25,4.0,1,80,blood,2,2
50,H_7_origin_50,H_20_dest_50,0.4,10.0,2,50,medication,8,1
