commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_8_origin_1,H_12_dest_1,0.4,10.0,2,50,medication,9,1
2,H_8_origin_2,H_22_dest_2,0.3,10.0,2,60,lab_sample,20,1
3,H_14_origin_3,H_10_dest_3,0.4,10.0,2,50,medication,8,1
4,H_19_origin_4,H_17_dest_4,0.4,10.0,1,50,medication,4,2
5,H_5_origin_5,H_15_dest_5,0.4,10.0,1,50,medication,4,1
6,H_9_origin_6,H_18_dest_6,0.3,10.0,2,60,lab_sample,18,2
7,H_6_origin_7,H_10_dest_7,0.3,10.0,3,60,lab_sample,30,2
8,H_22_origin_8,H_3_dest_8,0.4,10.0,1,50,medication,4,1
9,H_1_origin_9,H_2_dest_9,0.4,10.0,3,50,medication,14,2
10,H_22_origin_10,H_9_dest_10,0.5,8.0,2,40,fluids,8,1
