commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_18_origin_1,H_6_dest_1,0.5,8.0,1,40,fluids,1,1
2,H_14_origin_2,H_12_dest_2,0.3,10.0,2,60,lab_sample,17,1
3,H_10_origin_3,H_15_dest_3,0.4,10.0,2,50,medication,7,2
4,H_4_origin_4,H_15_dest_4,0.5,8.0,3,40,fluids,12,2
5,H_3_origin_5,H_12_dest_5,0.5,8.0,3,40,fluids,9,2
6,H_16_origin_6,H_15_dest_6,0.4,10.0,3,50,medication,16,2
7,H_1_origin_7,H_22_dest_7,0.3,10.0,2,60,lab_sample,12,2
8,H_19_origin_8,H_13_dest_8,0.4,10.0,2,50,medication,10,1
9,H_10_origin_9,H_19_dest_9,0.4,10.0,2,50,medication,8,2
10,H_19_origin_10,H_12_dest_10,0.4,10.0,2,50,medication,11,1
11,H_21_origin_11,H_22_dest_11,0.3,10.0,3,60,lab_sample,21,2
12,H_22_origin_12,H_15_dest_12,0.5,8.0,2,40,fluids,6,2
13,H_7_origin_13,H_11_dest_13,0.3,10.0,3,60,lab_sample,22,1
14,H_21_origin_14,H_5_dest_14,0.3,10.0,1,60,lab_sample,1,2
15,H_8_origin_15,H_18_dest_15,0.3,10.0,1,60,lab_sample,3,1
16,H_22_origin_16,H_21_dest_16,0.3,10.0,2,60,lab_sample,11,2
17,H_13_origin_17,H_2_dest_17,0.5,8.0,3,40,fluids,12,1
18,H_8_origin_18,H_19_dest_18,0.5,8.0,3,40,fluids,12,1
19,H_18_origin_19,H_9_dest_19,0.5,8.0,2,40,fluids,5,1
20,H_6_origin_20,H_5_dest_20,0.4,10.0,2,50,medication,11,2
21,H_10_origin_21,H_19_dest_21,0.4,10.0,3,50,medication,15,2
22,H_6_origin_22,H_12_dest_22,0.3,10.0,2,60,lab_sample,16,2
23,H_4_origin_23,H_16_dest_23,0.5,8.0,1,40,fluids,2,2
24,H_18_origin_24,H_11_dest_24,0.3,10.0,3,60,lab_sample,22,1
25,H_10_origin_25,H_14_dest_25,0.5,8.0,1,40,fluids,1,2
26,H_8_origin_26,H_6_dest_26,0.4,10.0,2,50,medication,10,1
27,H_3_origin_27,H_21_dest_27,0.3,10.0,3,60,lab_sample,24,2
28,H_1_origin_28,H_22_dest_28,0.5,8.0,2,40,fluids,8,2
29,H_4_origin_29,H_14_dest_29,0.5,8.0,1,40,fluids,3,2
30,H_21_origin_30,H_18_dest_30,0.3,10.0,1,60,lab_sample,5,2
31,H_22_origin_31,H_4_dest_31,0.4,10.0,3,50,medication,18,2
32,H_21_origin_32,H_7_dest_32,0.3,10.0,3,60,lab_sample,25,2
33,H_10_origin_33,H_2_dest_33,0.5,8.0,1,40,fluids,2,2
34,H_21_origin_34,H_10_dest_34,0.5,8.0,2,40,fluids,8,2
35,H_12_origin_35,H_5_dest_35,0.3,10.0,2,60,lab_sample,19,2
36,H_20_origin_36,H_2_dest_36,0.3,10.0,2,60,lab_sample,13,2
37,H_20_origin_37,H_11_dest_37,0.5,8.0,1,40,fluids,1,2
38,H_11_origin_38,H_15_dest_38,0.3,10.0,2,60,lab_sample,11,2
39,H_14_origin_39,H_22_dest_39,0.3,10.0,2,60,lab_sample,15,1
40,H_16_origin_40,H_11_dest_40,0.4,10.0,2,50,medication,10,2
