commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_5_origin_1,H_2_dest_1,0.5,8.0,1,40,fluids,4,1
2,H_7_origin_2,H_12_dest_2,0.4,10.0,3,50,medication,16,2
3,H_2_origin_3,H_5_dest_3,0.5,8.0,1,40,fluids,3,1
4,H_6_origin_4,H_13_dest_4,0.5,8.0,3,40,fluids,12,1
5,H_16_origin_5,H_2_dest_5,0.3,10.0,2,60,lab_sample,14,2
6,H_6_origin_6,H_19_dest_6,0.3,10.0,3,60,lab_sample,26,1
7,H_3_origin_7,H_18_dest_7,0.5,8.0,1,40,fluids,2,2
8,H_9_origin_8,H_1_dest_8,0.0,1.5,1,100,organ,1,1
9,H_7_origin_9,H_17_dest_9,0.25,4.0,3,80,blood,12,2
10,H_13_origin_10,H_21_dest_10,0.5,8.0,3,40,fluids,11,1
11,H_16_origin_11,H_6_dest_11,0.25,4.0,1,80,blood,4,2
12,H_17_origin_12,H_15_dest_12,0.5,8.0,3,40,fluids,9,2
13,H_20_origin_13,H_13_dest_13,0.5,8.0,1,40,fluids,4,2
14,H_21_origin_14,H_10_dest_14,0.0,1.5,1,100,organ,1,1
15,H_13_origin_15,H_5_dest_15,0.3,10.0,2,60,lab_sample,13,1
16,H_11_origin_16,H_22_dest_16,0.25,4.0,1,80,blood,2,1
17,H_9_origin_17,H_6_dest_17,0.0,1.5,1,100,organ,1,1
18,H_6_origin_18,H_11_dest_18,0.0,1.5,1,100,organ,1,1
19,H_5_origin_19,H_6_dest_19,0.4,10.0,1,50,medication,3,1
20,H_16_origin_20,H_20_dest_20,0.3,10.0,1,60,lab_sample,1,2
21,H_11_origin_21,H_10_dest_21,0.3,10.0,1,60,lab_sample,4,1
22,H_17_origin_22,H_8_dest_22,0.5,8.0,2,40,fluids,5,2
23,H_21_origin_23,H_18_dest_23,0.3,10.0,2,60,lab_sample,12,1
24,H_12_origin_24,H_13_dest_24,0.4,10.0,3,50,medication,15,2
25,H_17_origin_25,H_4_dest_25,0.25,4.0,1,80,blood,2,2
26,H_16_origin_26,H_14_dest_26,0.5,8.0,3,40,fluids,10,2
27,H_14_origin_27,H_8_dest_27,0.3,10.0,1,60,lab_sample,2,2
28,H_8_origin_28,H_1_dest_28,0.3,10.0,3,60,lab_sample,27,1
29,H_2_origin_29,H_14_dest_29,0.0,1.5,1,100,organ,1,1
30,H_20_origin_30,H_7_dest_30,0.5,8.0,1,40,fluids,2,2
31,H_3_origin_31,H_22_dest_31,0.3,10.0,1,60,lab_sample,7,2
32,H_16_origin_32,H_18_dest_32,0.0,1.5,1,100,organ,1,2
33,H_9_origin_33,H_3_dest_33,0.3,10.0,1,60,lab_sample,10,1
34,H_2_origin_34,H_22_dest_34,0.4,10.0,1,50,medication,1,1
35,H_7_origin_35,H_21_dest_35,0.5,8.0,1,40,fluids,4,2
36,H_22_origin_36,H_11_dest_36,0.0,1.5,1,100,organ,1,2
37,H_1_origin_37,H_20_dest_37,0.4,10.0,1,50,medication,4,1
38,H_8_origin_38,H_21_dest_38,0.5,8.0,2,40,fluids,5,1
39,H_4_origin_39,H_17_dest_39,0.5,8.0,2,40,fluids,7,2
40,H_22_origin_40,H_19_dest_40,0.0,1.5,1,100,organ,1,2
