commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_9_origin_1,H_13_dest_1,0.4,10.0,2,50,medication,10,2
2,H_1_origin_2,H_21_dest_2,0.3,10.0,3,60,lab_sample,26,2
3,H_20_origin_3,H_22_dest_3,0.25,4.0,1,80,blood,1,2
4,H_3_origin_4,H_18_dest_4,0.5,8.0,2,40,fluids,6,1
5,H_7_origin_5,H_5_dest_5,0.3,10.0,3,60,lab_sample,26,2
6,H_14_origin_6,H_3_dest_6,0.5,8.0,3,40,fluids,9,2
7,H_19_origin_7,H_15_dest_7,0.4,10.0,2,50,medication,10,1
8,H_6_origin_8,H_11_dest_8,0.3,10.0,3,60,lab_sample,29,2
9,H_4_origin_9,H_10_dest_9,0.3,10.0,3,60,lab_sample,28,1
10,H_16_origin_10,H_18_dest_10,0.5,8.0,2,40,fluids,7,2
11,H_22_origin_11,H_21_dest_11,0.3,10.0,1,60,lab_sample,2,2
12,H_13_origin_12,H_9_dest_12,0.5,8.0,3,40,fluids,9,1
13,H_1_origin_13,H_16_dest_13,0.3,10.0,2,60,lab_sample,12,2
14,H_14_origin_14,H_4_dest_14,0.5,8.0,1,40,fluids,1,2
15,H_4_origin_15,H_17_dest_15,0.5,8.0,2,40,fluids,5,1
16,H_13_origin_16,H_15_dest_16,0.4,10.0,1,50,medication,2,1
17,H_15_origin_17,H_1_dest_17,0.5,8.0,3,40,fluids,12,1
18,H_20_origin_18,H_21_dest_18,0.4,10.0,2,50,medication,13,2
19,H_2_origin_19,H_12_dest_19,0.5,8.0,1,40,fluids,2,1
20,H_1_origin_20,H_22_dest_20,0.5,8.0,1,40,fluids,2,2
