commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_5_origin_1,H_16_dest_1,0.25,4.0,1,80,blood,1,1
2,H_2_origin_2,H_7_dest_2,0.4,10.0,2,50,medication,8,1
3,H_1_origin_3,H_15_dest_3,0.3,10.0,1,60,lab_sample,2,2
4,H_12_origin_4,H_7_dest_4,0.25,4.0,1,80,blood,4,2
5,H_2_origin_5,H_1_dest_5,0.3,10.0,3,60,lab_sample,28,1
6,H_8_origin_6,H_6_dest_6,0.25,4.0,3,80,blood,10,2
7,H_3_origin_7,H_2_dest_7,0.5,8.0,3,40,fluids,11,2
8,H_8_origin_8,H_16_dest_8,0.3,10.0,3,60,lab_sample,22,2
9,H_18_origin_9,H_12_dest_9,0.4,10.0,3,50,medication,16,2
10,H_2_origin_10,H_5_dest_10,0.4,10.0,3,50,medication,16,1
11,H_21_origin_11,H_4_dest_11,0.3,10.0,2,60,lab_sample,12,2
12,H_21_origin_12,H_20_dest_12,0.3,10.0,2,60,lab_sample,18,2
13,H_4_origin_13,H_10_dest_13,0.3,10.0,2,60,lab_sample,20,1
14,H_17_origin_14,H_10_dest_14,0.3,10.0,1,60,lab_sample,10,2
15,H_10_origin_15,H_12_dest_15,0.4,10.0,1,50,medication,5,2
16,H_18_origin_16,H_10_dest_16,0.4,10.0,2,50,medication,12,2
17,H_18_origin_17,H_16_dest_17,0.4,10.0,3,50,medication,15,2
18,H_3_origin_18,H_15_dest_18,0.3,10.0,2,60,lab_sample,16,2
19,H_8_origin_19,H_15_dest_19,0.5,8.0,1,40,fluids,3,2
20,H_3_origin_20,H_5_dest_20,0.4,10.0,1,50,medication,5,2
21,H_10_origin_21,H_14_dest_21,0.4,10.0,1,50,medication,1,2
22,H_21_origin_22,H_5_dest_22,0.3,10.0,2,60,lab_sample,18,2
23,H_18_origin_23,H_9_dest_23,0.5,8.0,1,40,fluids,1,2
24,H_1_origin_24,H_8_dest_24,0.5,8.0,3,40,fluids,10,2
25,H_12_origin_25,H_5_dest_25,0.4,10.0,3,50,medication,18,2
26,H_21_origin_26,H_14_dest_26,0.4,10.0,1,50,medication,6,2
27,H_12_origin_27,H_9_dest_27,0.3,10.0,1,60,lab_sample,7,2
28,H_11_origin_28,H_3_dest_28,0.3,10.0,1,60,lab_sample,7,1
29,H_18_origin_29,H_13_dest_29,0.4,10.0,3,50,medication,15,2
30,H_9_origin_30,H_17_dest_30,0.3,10.0,1,60,lab_sample,3,1
