commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_15_origin_1,H_20_dest_1,0.25,4.0,3,80,blood,9,2
2,H_4_origin_2,H_3_dest_2,0.3,10.0,2,60,lab_sample,12,1
3,H_6_origin_3,H_4_dest_3,0.25,4.0,3,80,blood,10,2
4,H_4_origin_4,H_15_dest_4,0.5,8.0,2,40,fluids,6,1
5,H_20_origin_5,H_18_dest_5,0.4,10.0,1,50,medication,2,2
6,H_16_origin_6,H_10_dest_6,0.4,10.0,3,50,medication,14,2
7,H_7_origin_7,H_18_dest_7,0.5,8.0,3,40,fluids,9,1
8,H_13_origin_8,H_2_dest_8,0.5,8.0,3,40,fluids,12,2
9,H_12_origin_9,H_21_dest_9,0.0,1.5,1,100,organ,1,2
10,H_18_origin_10,H_8_dest_10,0.3,10.0,3,60,lab_sample,28,2
11,H_9_origin_11,H_7_dest_11,0.4,10.0,2,50,medication,13,1
12,H_19_origin_12,H_9_dest_12,0.5,8.0,2,40,fluids,6,2
13,H_3_origin_13,H_21_dest_13,0.4,10.0,2,50,medication,11,2
14,H_1_origin_14,H_9_dest_14,0.5,8.0,1,40,fluids,4,2
15,H_16_origin_15,H_19_dest_15,0.3,10.0,3,60,lab_sample,21,2
16,H_6_origin_16,H_9_dest_16,0.5,8.0,3,40,fluids,12,2
17,H_18_origin_17,H_2_dest_17,0.5,8.0,1,40,fluids,4,2
18,H_4_origin_18,H_22_dest_18,0.5,8.0,2,40,fluids,6,1
19,H_13_origin_19,H_18_dest_19,0.5,8.0,2,40,fluids,5,2
20,H_16_origin_20,H_6_dest_20,0.5,8.0,2,40,fluids,8,2
21,H_21_origin_21,H_6_dest_21,0.4,10.0,2,50,medication,10,2
22,H_14_origin_22,H_10_dest_22,0.5,8.0,3,40,fluids,9,2
23,H_10_origin_23,H_14_dest_23,0.3,10.0,3,60,lab_sample,30,1
24,H_7_origin_24,H_8_dest_24,0.5,8.0,1,40,fluids,3,1
25,H_18_origin_25,H_19_dest_25,0.4,10.0,1,50,medication,5,2
26,H_11_origin_26,H_6_dest_26,0.5,8.0,3,40,fluids,12,1
27,H_7_origin_27,H_22_dest_27,0.4,10.0,2,50,medication,13,1
28,H_9_origin_28,H_16_dest_28,0.5,8.0,2,40,fluids,6,1
29,H_14_origin_29,H_20_dest_29,0.3,10.0,1,60,lab_sample,2,2
30,H_19_origin_30,H_12_dest_30,0.0,1.5,1,100,organ,1,2
