commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_14_origin_1,H_20_dest_1,0.3,10.0,2,60,lab_sample,19,1
2,H_22_origin_2,H_21_dest_2,0.5,8.0,1,40,fluids,4,1
3,H_19_origin_3,H_6_dest_3,0.4,10.0,1,50,medication,3,2
4,H_8_origin_4,H_1_dest_4,0.3,10.0,1,60,lab_sample,1,2
5,H_12_origin_5,H_20_dest_5,0.25,4.0,1,80,blood,3,1
6,H_3_origin_6,H_16_dest_6,0.5,8.0,1,40,fluids,4,1
7,H_10_origin_7,H_15_dest_7,0.4,10.0,2,50,medication,10,1
8,H_3_origin_8,H_11_dest_8,0.5,8.0,3,40,fluids,12,1
9,H_13_origin_9,H_8_dest_9,0.4,10.0,3,50,medication,14,1
10,H_14_origin_10,H_2_dest_10,0.5,8.0,2,40,fluids,7,1
11,H_16_origin_11,H_22_dest_11,0.3,10.0,2,60,lab_sample,14,2
12,H_15_origin_12,H_20_dest_12,0.4,10.0,2,50,medication,12,2
13,H_1_origin_13,H_6_dest_13,0.25,4.0,2,80,blood,8,1
14,H_7_origin_14,H_13_dest_14,0.25,4.0,2,80,blood,7,2
15,H_20_origin_15,H_8_dest_15,0.4,10.0,2,50,medication,13,1
16,H_6_origin_16,H_4_dest_16,0.4,10.0,3,50,medication,14,1
17,H_2_origin_17,H_6_dest_17,0.0,1.5,1,100,organ,1,1
18,H_18_origin_18,H_1_dest_18,0.25,4.0,3,80,blood,9,1
19,H_10_origin_19,H_7_dest_19,0.0,1.5,1,100,organ,1,1
20,H_18_origin_20,H_21_dest_20,0.3,10.0,1,60,lab_sample,3,1
21,H_5_origin_21,H_20_dest_21,0.3,10.0,3,60,lab_sample,24,2
22,H_16_origin_22,H_14_dest_22,0.4,10.0,1,50,medication,2,2
23,H_6_origin_23,H_22_dest_23,0.3,10.0,1,60,lab_sample,4,1
24,H_14_origin_24,H_10_dest_24,0.4,10.0,3,50,medication,16,1
25,H_15_origin_25,H_5_dest_25,0.5,8.0,2,40,fluids,5,2
26,H_6_origin_26,H_9_dest_26,0.5,8.0,3,40,fluids,9,1
27,H_2_origin_27,H_15_dest_27,0.0,1.5,1,100,organ,1,1
28,H_9_origin_28,H_22_dest_28,0.3,10.0,1,60,lab_sample,2,1
29,H_1_origin_29,H_16_dest_29,0.4,10.0,2,50,medication,13,1
30,H_3_origin_30,H_6_dest_30,0.5,8.0,1,40,fluids,2,1
31,H_13_origin_31,H_4_dest_31,0.3,10.0,1,60,lab_sample,3,1
32,H_5_origin_32,H_8_dest_32,0.25,4.0,3,80,blood,12,2
33,H_2_origin_33,H_19_dest_33,0.3,10.0,3,60,lab_sample,26,1
34,H_9_origin_34,H_14_dest_34,0.4,10.0,2,50,medication,13,1
35,H_13_origin_35,H_5_dest_35,0.3,10.0,1,60,lab_sample,3,1
36,H_14_origin_36,H_4_dest_36,0.3,10.0,1,60,lab_sample,5,1
37,H_9_origin_37,H_11_dest_37,0.25,4.0,3,80,blood,9,1
38,H_20_origin_38,H_9_dest_38,0.3,10.0,3,60,lab_sample,25,1
39,H_22_origin_39,H_4_dest_39,0.4,10.0,1,50,medication,4,1
40,H_19_origin_40,H_1_dest_40,0.4,10.0,3,50,medication,17,2
