commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_Parma_3_origin_1,H_Parma_1_dest_1,0.5,8.0,3,40,fluids,10,2
2,H_Pavia_1_origin_2,H_Pavia_8_dest_2,0.0,1.5,1,100,organ,1,2
3,H_Cremona_1_origin_3,H_Piacenza_2_dest_3,0.5,8.0,3,40,fluids,9,1
4,H_Bergamo_4_origin_4,H_Cremona_1_dest_4,0.5,8.0,2,40,fluids,6,1
5,H_Bergamo_1_origin_5,H_Pavia_9_dest_5,0.5,8.0,2,40,fluids,6,2
6,H_Parma_1_origin_6,H_Cremona_1_dest_6,0.4,10.0,2,50,medication,10,2
7,H_Milano_2_origin_7,H_Milano_1_dest_7,0.5,8.0,1,40,fluids,2,1
8,H_Bergamo_3_origin_8,H_Cremona_2_dest_8,0.3,10.0,1,60,lab_sample,8,2
9,H_Piacenza_1_origin_9,H_Pavia_8_dest_9,0.5,8.0,3,40,fluids,9,2
10,H_Piacenza_1_origin_10,H_Bergamo_4_dest_10,0.5,8.0,2,40,fluids,7,2
11,H_Bergamo_4_origin_11,H_Pavia_8_dest_11,0.25,4.0,2,80,blood,7,1
12,H_Bergamo_3_origin_12,H_Pavia_1_dest_12,0.5,8.0,3,40,fluids,12,2
13,H_Pavia_9_origin_13,H_Piacenza_1_dest_13,0.25,4.0,3,80,blood,10,1
14,H_Milano_2_origin_14,H_Pavia_1_dest_14,0.5,8.0,3,40,fluids,11,1
15,H_Cremona_2_origin_15,H_Milano_1_dest_15,0.25,4.0,2,80,blood,5,1
16,H_Bergamo_3_origin_16,H_Milano_1_dest_16,0.25,4.0,2,80,blood,8,2
17,H_Milano_1_origin_17,H_Bergamo_2_dest_17,0.4,10.0,2,50,medication,10,2
18,H_Bergamo_1_origin_18,H_Parma_3_dest_18,0.3,10.0,3,60,lab_sample,25,2
19,H_Cremona_2_origin_19,H_Pavia_9_dest_19,0.4,10.0,1,50,medication,1,1
20,H_Bergamo_1_origin_20,H_Bergamo_2_dest_20,0.3,10.0,3,60,lab_sample,23,2
21,H_Milano_2_origin_21,H_Milano_3_dest_21,0.3,10.0,1,60,lab_sample,4,1
22,H_Cremona_2_origin_22,H_Bergamo_1_dest_22,0.5,8.0,2,40,fluids,7,1
23,H_Milano_1_origin_23,H_Pavia_8_dest_23,0.3,10.0,3,60,lab_sample,27,2
24,H_Milano_3_origin_24,H_Parma_3_dest_24,0.3,10.0,1,60,lab_sample,8,2
25,H_Milano_1_origin_25,H_Pavia_9_dest_25,0.0,1.5,1,100,organ,1,2
26,H_Piacenza_2_origin_26,H_Parma_1_dest_26,0.25,4.0,2,80,blood,8,2
27,H_Pavia_10_origin_27,H_Parma_2_dest_27,0.4,10.0,3,50,medication,15,2
28,H_Bergamo_1_origin_28,H_Piacenza_2_dest_28,0.4,10.0,2,50,medication,10,2
29,H_Parma_3_origin_29,H_Piacenza_2_dest_29,0.3,10.0,2,60,lab_sample,19,2
30,H_Piacenza_1_origin_30,H_Bergamo_4_dest_30,0.5,8.0,3,40,fluids,11,2
31,H_Bergamo_2_origin_31,H_Pavia_10_dest_31,0.5,8.0,3,40,fluids,11,2
32,H_Parma_2_origin_32,H_Bergamo_3_dest_32,0.5,8.0,3,40,fluids,12,2
33,H_Piacenza_2_origin_33,H_Parma_2_dest_33,0.4,10.0,3,50,medication,15,2
34,H_Parma_2_origin_34,H_Milano_3_dest_34,0.3,10.0,1,60,lab_sample,5,2
35,H_Bergamo_4_origin_35,H_Parma_3_dest_35,0.5,8.0,1,40,fluids,3,1
36,H_Pavia_9_origin_36,H_Bergamo_2_dest_36,0.4,10.0,2,50,medication,12,1
37,H_Parma_3_origin_37,H_Pavia_8_dest_37,0.5,8.0,3,40,fluids,11,2
38,H_Pavia_5_origin_38,H_Piacenza_2_dest_38,0.3,10.0,1,60,lab_sample,1,1
39,H_Parma_2_origin_39,H_Pavia_1_dest_39,0.5,8.0,2,40,fluids,7,2
40,H_Piacenza_1_origin_40,H_Piacenza_2_dest_40,0.0,1.5,1,100,organ,1,2
41,H_Parma_3_origin_41,H_Bergamo_2_dest_41,0.4,10.0,3,50,medication,18,2
42,H_Milano_1_origin_42,H_Pavia_8_dest_42,0.3,10.0,1,60,lab_sample,6,2
43,H_Bergamo_2_origin_43,H_Milano_2_dest_43,0.3,10.0,1,60,lab_sample,8,2
44,H_Milano_3_origin_44,H_Bergamo_4_dest_44,0.25,4.0,3,80,blood,10,2
45,H_Parma_2_origin_45,H_Parma_3_dest_45,0.5,8.0,2,40,fluids,8,2
46,H_Cremona_1_origin_46,H_Bergamo_3_dest_46,0.4,10.0,1,50,medication,2,1
47,H_Pavia_9_origin_47,H_Parma_2_dest_47,0.4,10.0,2,50,medication,12,1
48,H_Pavia_5_origin_48,H_Bergamo_3_dest_48,0.3,10.0,2,60,lab_sample,17,1
49,H_Cremona_2_origin_49,H_Parma_2_dest_49,0.3,10.0,3,60,lab_sample,21,1
50,H_Piacenza_2_origin_50,H_Parma_3_dest_50,0.0,1.5,1,100,organ,1,2
51,H_Pavia_9_origin_51,H_Parma_1_dest_51,0.4,10.0,1,50,medication,1,1
52,H_Piacenza_2_origin_52,H_Milano_2_dest_52,0.25,4.0,3,80,blood,10,2
53,H_Milano_2_origin_53,H_Piacenza_1_dest_53,0.4,10.0,3,50,medication,16,1
54,H_Bergamo_1_origin_54,H_Bergamo_4_dest_54,0.0,1.5,1,100,organ,1,2
55,H_Pavia_5_origin_55,H_Parma_2_dest_55,0.4,10.0,2,50,medication,13,1
56,H_Pavia_1_origin_56,H_Pavia_9_dest_56,0.4,10.0,3,50,medication,17,2
57,H_Bergamo_3_origin_57,H_Pavia_9_dest_57,0.5,8.0,3,40,fluids,11,2
58,H_Piacenza_2_origin_58,H_Pavia_5_dest_58,0.0,1.5,1,100,organ,1,2
59,H_Bergamo_4_origin_59,H_Cremona_2_dest_59,0.25,4.0,2,80,blood,8,1
