commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_Parma_2_origin_1,H_Bergamo_1_dest_1,0.4,10.0,3,50,medication,16,2
2,H_Milano_2_origin_2,H_Pavia_1_dest_2,0.4,10.0,1,50,medication,5,1
3,H_Bergamo_1_origin_3,H_Milano_1_dest_3,0.3,10.0,2,60,lab_sample,20,2
4,H_Cremona_1_origin_4,H_Bergamo_1_dest_4,0.3,10.0,2,60,lab_sample,19,2
5,H_Bergamo_2_origin_5,H_Pavia_10_dest_5,0.4,10.0,1,50,medication,1,2
6,H_Bergamo_2_origin_6,H_Piacenza_1_dest_6,0.3,10.0,2,60,lab_sample,13,2
7,H_Pavia_9_origin_7,H_Bergamo_1_dest_7,0.5,8.0,3,40,fluids,9,2
8,H_Bergamo_4_origin_8,H_Bergamo_1_dest_8,0.5,8.0,1,40,fluids,4,2
9,H_Pavia_5_origin_9,H_Piacenza_1_dest_9,0.5,8.0,1,40,fluids,3,2
10,H_Cremona_1_origin_10,H_Pavia_5_dest_10,0.4,10.0,1,50,medication,4,2
11,H_Piacenza_2_origin_11,H_Milano_2_dest_11,0.5,8.0,2,40,fluids,6,2
12,H_Pavia_10_origin_12,H_Bergamo_4_dest_12,0.3,10.0,3,60,lab_sample,24,1
13,H_Pavia_9_origin_13,H_Pavia_10_dest_13,0.4,10.0,1,50,medication,1,2
14,H_Milano_2_origin_14,H_Bergamo_1_dest_14,0.0,1.5,1,100,organ,1,1
15,H_Cremona_2_origin_15,H_Bergamo_2_dest_15,0.4,10.0,1,50,medication,1,2
16,H_Bergamo_4_origin_16,H_Cremona_1_dest_16,0.5,8.0,1,40,fluids,2,2
17,H_Bergamo_1_origin_17,H_Bergamo_3_dest_17,0.5,8.0,2,40,fluids,8,2
18,H_Pavia_9_origin_18,H_Bergamo_1_dest_18,0.5,8.0,3,40,fluids,11,2
19,H_Milano_2_origin_19,H_Pavia_5_dest_19,0.5,8.0,3,40,fluids,9,1
20,H_Milano_2_origin_20,H_Pavia_5_dest_20,0.5,8.0,1,40,fluids,3,1
21,H_Bergamo_3_origin_21,H_Piacenza_2_dest_21,0.3,10.0,3,60,lab_sample,26,1
22,H_Cremona_1_origin_22,H_Milano_3_dest_22,0.5,8.0,3,40,fluids,11,2
23,H_Milano_2_origin_23,H_Bergamo_3_dest_23,0.5,8.0,3,40,fluids,11,1
24,H_Milano_1_origin_24,H_Cremona_1_dest_24,0.3,10.0,2,60,lab_sample,16,1
25,H_Pavia_9_origin_25,H_Milano_1_dest_25,0.25,4.0,2,80,blood,8,2
