commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_Piacenza_1_origin_1,H_Pavia_10_dest_1,0.4,10.0,2,50,medication,12,1
2,H_Parma_2_origin_2,H_Pavia_9_dest_2,0.5,8.0,3,40,fluids,9,2
3,H_Bergamo_3_origin_3,H_Piacenza_2_dest_3,0.25,4.0,1,80,blood,2,2
4,H_Bergamo_2_origin_4,H_Pavia_1_dest_4,0.4,10.0,2,50,medication,8,2
5,H_Parma_2_origin_5,H_Bergamo_2_dest_5,0.3,10.0,1,60,lab_sample,7,1
6,H_Bergamo_3_origin_6,H_Milano_3_dest_6,0.5,8.0,3,40,fluids,11,2
7,H_Milano_2_origin_7,H_Pavia_10_dest_7,0.5,8.0,3,40,fluids,12,1
8,H_Milano_3_origin_8,H_Parma_2_dest_8,0.3,10.0,2,60,lab_sample,18,2
9,H_Cremona_1_origin_9,H_Milano_3_dest_9,0.4,10.0,1,50,medication,5,2
10,H_Bergamo_4_origin_10,H_Pavia_8_dest_10,0.4,10.0,3,50,medication,16,1
