commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_Pavia_1_origin_1,H_Milano_1_dest_1,0.3,10.0,3,60,lab_sample,24,1
2,H_Pavia_8_origin_2,H_Parma_2_dest_2,0.3,10.0,3,60,lab_sample,24,1
3,H_Milano_2_origin_3,H_Milano_1_dest_3,0.3,10.0,1,60,lab_sample,6,2
4,H_Pavia_9_origin_4,H_Milano_3_dest_4,0.5,8.0,3,40,fluids,10,2
5,H_Piacenza_2_origin_5,H_Cremona_2_dest_5,0.4,10.0,3,50,medication,16,1
6,H_Pavia_5_origin_6,H_Milano_3_dest_6,0.5,8.0,3,40,fluids,12,2
7,H_Cremona_1_origin_7,H_Bergamo_1_dest_7,0.4,10.0,1,50,medication,6,2
8,H_Bergamo_3_origin_8,H_Bergamo_1_dest_8,0.4,10.0,1,50,medication,2,1
9,H_Pavia_5_origin_9,H_Cremona_2_dest_9,0.4,10.0,2,50,medication,12,2
10,H_Pavia_1_origin_10,H_Bergamo_4_dest_10,0.4,10.0,1,50,medication,4,1
11,H_Milano_1_origin_11,H_Cremona_1_dest_11,0.3,10.0,3,60,lab_sample,26,1
12,H_Cremona_1_origin_12,H_Parma_3_dest_12,0.4,10.0,1,50,medication,1,2
13,H_Pavia_1_origin_13,H_Milano_2_dest_13,0.4,10.0,2,50,medication,10,1
14,H_Milano_3_origin_14,H_Pavia_9_dest_14,0.3,10.0,1,60,lab_sample,1,2
15,H_Pavia_5_origin_15,H_Bergamo_4_dest_15,0.4,10.0,2,50,medication,9,2
16,H_Bergamo_3_origin_16,H_Bergamo_1_dest_16,0.3,10.0,1,60,lab_sample,2,1
17,H_Parma_1_origin_17,H_Pavia_10_dest_17,0.3,10.0,1,60,lab_sample,8,1
18,H_Parma_2_origin_18,H_Piacenza_2_dest_18,0.3,10.0,1,60,lab_sample,9,2
19,H_Milano_3_origin_19,H_Pavia_5_dest_19,0.5,8.0,1,40,fluids,1,2
20,H_Cremona_2_origin_20,H_Piacenza_2_dest_20,0.5,8.0,3,40,fluids,9,1
21,H_Cremona_1_origin_21,H_Piacenza_1_dest_21,0.5,8.0,1,40,fluids,3,2
22,H_Cremona_1_origin_22,H_Piacenza_2_dest_22,0.5,8.0,3,40,fluids,11,2
23,H_Pavia_9_origin_23,H_Milano_1_dest_23,0.5,8.0,1,40,fluids,2,2
24,H_Cremona_1_origin_24,H_Milano_3_dest_24,0.5,8.0,1,40,fluids,2,2
25,H_Piacenza_1_origin_25,H_Pavia_5_dest_25,0.5,8.0,1,40,fluids,1,2
26,H_Bergamo_3_origin_26,H_Pavia_1_dest_26,0.3,10.0,2,60,lab_sample,18,1
27,H_Bergamo_2_origin_27,H_Cremona_1_dest_27,0.5,8.0,2,40,fluids,5,1
28,H_Parma_3_origin_28,H_Parma_1_dest_28,0.5,8.0,2,40,fluids,8,2
29,H_Piacenza_1_origin_29,H_Pavia_8_dest_29,0.3,10.0,1,60,lab_sample,8,2
30,H_Piacenza_2_origin_30,H_Bergamo_1_dest_30,0.5,8.0,2,40,fluids,6,1
31,H_Cremona_2_origin_31,H_Milano_1_dest_31,0.4,10.0,1,50,medication,4,1
32,H_Parma_3_origin_32,H_Parma_2_dest_32,0.4,10.0,3,50,medication,17,2
33,H_Pavia_5_origin_33,H_Pavia_9_dest_33,0.5,8.0,1,40,fluids,2,2
34,H_Cremona_2_origin_34,H_Pavia_1_dest_34,0.4,10.0,1,50,medication,5,1
35,H_Piacenza_1_origin_35,H_Pavia_5_dest_35,0.4,10.0,2,50,medication,11,2
36,H_Cremona_1_origin_36,H_Bergamo_3_dest_36,0.3,10.0,1,60,lab_sample,3,2
37,H_Bergamo_4_origin_37,H_Pavia_9_dest_37,0.4,10.0,2,50,medication,12,1
38,H_Pavia_5_origin_38,H_Pavia_1_dest_38,0.5,8.0,2,40,fluids,5,2
39,H_Pavia_10_origin_39,H_Bergamo_2_dest_39,0.3,10.0,1,60,lab_sample,2,2
40,H_Cremona_1_origin_40,H_Piacenza_1_dest_40,0.5,8.0,2,40,fluids,8,2
41,H_Bergamo_3_origin_41,H_Cremona_1_dest_41,0.5,8.0,3,40,fluids,11,1
42,H_Milano_3_origin_42,H_Cremona_2_dest_42,0.4,10.0,2,50,medication,8,2
43,H_Cremona_1_origin_43,H_Pavia_10_dest_43,0.5,8.0,2,40,fluids,6,2
44,H_Milano_1_origin_44,H_Milano_3_dest_44,0.3,10.0,1,60,lab_sample,10,1
45,H_Parma_3_origin_45,H_Bergamo_1_dest_45,0.4,10.0,1,50,medication,3,2
46,H_Milano_1_origin_46,H_Parma_3_dest_46,0.3,10.0,2,60,lab_sample,14,1
47,H_Pavia_5_origin_47,H_Parma_3_dest_47,0.5,8.0,3,40,fluids,10,2
48,H_Pavia_10_origin_48,H_Piacenza_2_dest_48,0.5,8.0,3,40,fluids,12,2
49,H_Pavia_1_origin_49,H_Pavia_8_dest_49,0.5,8.0,1,40,fluids,2,1
50,H_Milano_3_origin_50,H_Bergamo_2_dest_50,0.3,10.0,2,60,lab_sample,18,2
51,H_Bergamo_1_origin_51,H_Pavia_5_dest_51,0.4,10.0,1,50,medication,1,2
52,H_Bergamo_2_origin_52,H_Milano_1_dest_52,0.5,8.0,2,40,fluids,8,1
53,H_Milano_1_origin_53,H_Cremona_1_dest_53,0.4,10.0,2,50,medication,9,1
54,H_Parma_3_origin_54,H_Bergamo_3_dest_54,0.5,8.0,3,40,fluids,9,2
55,H_Milano_2_origin_55,H_Pavia_5_dest_55,0.4,10.0,2,50,medication,13,2
56,H_Parma_3_origin_56,H_Milano_3_dest_56,0.5,8.0,1,40,fluids,3,2
57,H_Bergamo_4_origin_57,H_Milano_3_dest_57,0.3,10.0,2,60,lab_sample,11,1
58,H_Bergamo_4_origin_58,H_Cremona_1_dest_58,0.4,10.0,1,50,medication,2,1
59,H_Pavia_8_origin_59,H_Piacenza_1_dest_59,0.4,10.0,1,50,medication,5,1
60,H_Pavia_9_origin_60,H_Pavia_10_dest_60,0.4,10.0,3,50,medication,14,2
61,H_Pavia_8_origin_61,H_Bergamo_4_dest_61,0.3,10.0,2,60,lab_sample,11,1
62,H_Parma_1_origin_62,H_Bergamo_3_dest_62,0.5,8.0,2,40,fluids,5,1
63,H_Pavia_5_origin_63,H_Pavia_1_dest_63,0.3,10.0,3,60,lab_sample,21,2
64,H_Cremona_1_origin_64,H_Milano_2_dest_64,0.4,10.0,3,50,medication,15,2
65,H_Milano_1_origin_65,H_Bergamo_4_dest_65,0.3,10.0,1,60,lab_sample,8,1
66,H_Cremona_1_origin_66,H_Bergamo_4_dest_66,0.4,10.0,1,50,medication,4,2
67,H_Bergamo_1_origin_67,H_Piacenza_1_dest_67,0.3,10.0,3,60,lab_sample,29,2
68,H_Pavia_1_origin_68,H_Pavia_9_dest_68,0.5,8.0,3,40,fluids,9,1
69,H_Piacenza_2_origin_69,H_Pavia_5_dest_69,0.5,8.0,1,40,fluids,1,1
70,H_Pavia_10_origin_70,H_Parma_2_dest_70,0.4,10.0,2,50,medication,11,2
71,H_Piacenza_1_origin_71,H_Parma_3_dest_71,0.4,10.0,3,50,medication,14,2
72,H_Piacenza_2_origin_72,H_Cremona_2_dest_72,0.4,10.0,2,50,medication,12,1
73,H_Cremona_2_origin_73,H_Piacenza_2_dest_73,0.5,8.0,3,40,fluids,10,1
74,H_Milano_3_origin_74,H_Milano_2_dest_74,0.5,8.0,3,40,fluids,11,2
75,H_Milano_1_origin_75,H_Parma_1_dest_75,0.25,4.0,2,80,blood,6,1
76,H_Pavia_9_origin_76,H_Parma_1_dest_76,0.3,10.0,3,60,lab_sample,21,2
77,H_Bergamo_3_origin_77,H_Bergamo_1_dest_77,0.0,1.5,1,100,organ,1,1
78,H_Parma_3_origin_78,H_Cremona_1_dest_78,0.3,10.0,3,60,lab_sample,23,2
79,H_Parma_2_origin_79,H_Pavia_5_dest_79,0.5,8.0,2,40,fluids,8,2
80,H_Parma_3_origin_80,H_Milano_3_dest_80,0.3,10.0,2,60,lab_sample,16,2
81,H_Milano_2_origin_81,H_Piacenza_1_dest_81,0.5,8.0,1,40,fluids,4,2
82,H_Pavia_1_origin_82,H_Pavia_5_dest_82,0.4,10.0,3,50,medication,16,1
83,H_Bergamo_1_origin_83,H_Cremona_1_dest_83,0.4,10.0,2,50,medication,13,2
84,H_Pavia_10_origin_84,H_Milano_1_dest_84,0.5,8.0,3,40,fluids,9,2
85,H_Bergamo_2_origin_85,H_Bergamo_4_dest_85,0.4,10.0,2,50,medication,8,1
86,H_Cremona_2_origin_86,H_Cremona_1_dest_86,0.3,10.0,2,60,lab_sample,17,1
87,H_Milano_1_origin_87,H_Pavia_5_dest_87,0.3,10.0,2,60,lab_sample,15,1
88,H_Cremona_1_origin_88,H_Piacenza_2_dest_88,0.4,10.0,3,50,medication,16,2
89,H_Bergamo_3_origin_89,H_Cremona_2_dest_89,0.5,8.0,3,40,fluids,11,1
90,H_Bergamo_1_origin_90,H_Cremona_1_dest_90,0.5,8.0,2,40,fluids,6,2
