commodity_id,origin,destination,ready_time,due_time,drone_req,penalty,supply_type,quantity,origin_drones
1,H_Piacenza_2_origin_1,H_Bergamo_2_dest_1,0.5,8.0,1,40,fluids,1,2
2,H_Milano_1_origin_2,H_Piacenza_2_dest_2,0.3,10.0,2,60,lab_sample,15,1
3,H_Pavia_9_origin_3,H_Pavia_5_dest_3,0.25,4.0,2,80,blood,6,2
4,H_Parma_1_origin_4,H_Bergamo_1_dest_4,0.4,10.0,2,50,medication,8,1
5,H_Parma_3_origin_5,H_Pavia_9_dest_5,0.4,10.0,2,50,medication,13,1
6,H_Pavia_8_origin_6,H_Parma_3_dest_6,0.3,10.0,2,60,lab_sample,12,1
7,H_Pavia_1_origin_7,H_Milano_3_dest_7,0.5,8.0,1,40,fluids,2,1
8,H_Bergamo_3_origin_8,H_Pavia_8_dest_8,0.5,8.0,3,40,fluids,12,2
9,H_Pavia_5_origin_9,H_Bergamo_3_dest_9,0.4,10.0,2,50,medication,10,2
10,H_Bergamo_4_origin_10,H_Pavia_8_dest_10,0.5,8.0,2,40,fluids,5,1
